"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","KEGG","PFAM","EC"
"Mycgr3G107908","","Aldo/keto reductase family",816.606379385258,-2.82332374614113,0.396858310645544,2.14176563589795e-14,6.97101879172066e-12,TRUE,"down","proth_at_27C_2vs0","","Aldo_ket_red",""
"Mycgr3G97451","","Lipocalin-like domain",176.253868129228,3.69465818570279,0.529346918441036,4.60520061629652e-14,1.44125066980018e-11,TRUE,"up","proth_at_27C_2vs0","","Lipocalin_5",""
"Mycgr3G39501","","Belongs to the cytochrome P450 family",436.587660910911,1.84836210308725,0.274809855262068,1.25471769102894e-13,3.78134735255647e-11,TRUE,"up","proth_at_27C_2vs0","","p450",""
"Mycgr3G111117","","Lipase b",665.544894647643,-2.03315070399258,0.298013846273769,1.42038215493923e-13,4.1277319981216e-11,TRUE,"down","proth_at_27C_2vs0","","DUF676",""
"Mycgr3G96297","","Origin recognition complex (ORC) subunit 5 C-terminus",540.716283982939,1.0940341448654,0.170149834827703,1.69330359180656e-13,4.75117631949311e-11,TRUE,"up","proth_at_27C_2vs0","map04110;map04111;map04113","AAA_16;ORC5_C",""
"Mycgr3G108649","","Asparaginase",226.455719506718,1.52962900584157,0.24047031179015,2.01147028695245e-13,5.4557779083107e-11,TRUE,"up","proth_at_27C_2vs0","","Ank_2;Asparaginase","3.1.1.47;3.1.1.5;3.5.1.1"
"Mycgr3G94308","","Common central domain of tyrosinase",1143.12071457417,2.46706996526838,0.361804949249739,2.1877976303298e-13,5.74261590903018e-11,TRUE,"up","proth_at_27C_2vs0","map00350;map00950;map00965;map01100;map01110;map04916","Tyrosinase","1.14.18.1"
"Mycgr3G55345","HPT1","phosphoribosyltransferase",916.019883555396,-1.02887428419825,0.161996057418315,4.92643417931012e-13,1.2147392399105e-10,TRUE,"down","proth_at_27C_2vs0","map00230;map01100;map01110","Pribosyltran","2.4.2.8"
"Mycgr3G73757","","Sugar (and other) transporter",1571.58580888558,2.48306856883156,0.370667146435258,4.82753990710272e-13,1.2147392399105e-10,TRUE,"up","proth_at_27C_2vs0","","Sugar_tr",""
"Mycgr3G67183","ADM-B","Homologues of snake disintegrins",625.465395817904,1.07546349083443,0.171203226375902,5.1791018002406e-13,1.23948092201641e-10,TRUE,"up","proth_at_27C_2vs0","","Disintegrin;Pep_M12B_propep;Reprolysin_2;Reprolysin_4;Reprolysin_5",""
"Mycgr3G94167","","Methyltransferase domain",324.428458409558,2.86733612816269,0.435208323958126,7.79525829024662e-13,1.81228619164962e-10,TRUE,"up","proth_at_27C_2vs0","","Methyltransf_11;Methyltransf_23",""
"Mycgr3G107497","","basic region leucin zipper",1086.38147108345,1.6780619990506,0.271038686495336,1.36710929171547e-12,3.090046751858e-10,TRUE,"up","proth_at_27C_2vs0","","",""
"Mycgr3G106445",NA,NA,1734.67532994579,-1.70491053283219,0.279210005575826,2.66157000491039e-12,5.85329598106915e-10,TRUE,"down","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G97449",NA,NA,812.095412675585,-2.70289632175845,0.421829263552676,2.81843802542157e-12,6.03516584548825e-10,TRUE,"down","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G91855","","Peptidase A4 family",769.945196627103,-1.52275899207738,0.257579564399731,3.22184927041715e-12,6.72209936240625e-10,TRUE,"down","proth_at_27C_2vs0","","Peptidase_A4",""
"Mycgr3G89984","","",193.066309339008,2.24711437147871,0.360832954492933,8.60010470893008e-12,1.7494763004141e-09,TRUE,"up","proth_at_27C_2vs0","","",""
"Mycgr3G85486","","Siderophore biosynthesis protein domain",446.434793962826,-5.50113635560075,0.881058088635332,1.04670375941392e-11,2.07732402203685e-09,TRUE,"down","proth_at_27C_2vs0","","Acetyltransf_8",""
"Mycgr3G71140","","KR domain",178.254416871385,3.99651711763601,0.650752327680932,1.34559748810512e-11,2.60693494302652e-09,TRUE,"up","proth_at_27C_2vs0","","adh_short_C2",""
"Mycgr3G102416","png1","Transglutaminase-like superfamily",896.889104917847,0.93119944917611,0.15656017905092,1.56139656867175e-11,2.95467066960048e-09,FALSE,"ns","proth_at_27C_2vs0","map04141","Rad4;Transglut_core","3.5.1.52"
"Mycgr3G107391","PLB1","Cytoplasmic phospholipase A2, catalytic subunit",1077.94420552296,1.24447061776191,0.223254413296775,1.6451511991246e-11,3.04240802438111e-09,TRUE,"up","proth_at_27C_2vs0","map00564","PLA2_B","3.1.1.5"
"Mycgr3G77007","nop56","NOSIC (NUC001) domain",515.198301744852,-0.931037002732823,0.159519121211309,3.05464767605573e-11,5.52348180890343e-09,FALSE,"ns","proth_at_27C_2vs0","map03008","NOP5NT;Nop",""
"Mycgr3G91583","","Membrane-associating domain",330.946348192587,-2.16019976504943,0.36849349900758,5.99627785588078e-11,1.06068941115874e-08,TRUE,"down","proth_at_27C_2vs0","","MARVEL",""
"Mycgr3G68483","","Catalyzes the hydrolysis of cutin, a polyester that forms the structure of plant cuticle",1005.93812326964,-2.70149054163147,0.458203114535072,6.21169151520881e-11,1.07541561402668e-08,TRUE,"down","proth_at_27C_2vs0","","Cutinase","3.1.1.74"
"Mycgr3G107339","UTP5","Dip2/Utp12 Family",643.139933768709,0.826637465998537,0.141204834179707,7.38648283116934e-11,1.25216272494219e-08,FALSE,"ns","proth_at_27C_2vs0","map03008","Utp12",""
"Mycgr3G106783","IMD1","Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",996.345203703572,-0.969418747842995,0.173198721291211,8.63244861088559e-11,1.40484468693552e-08,FALSE,"ns","proth_at_27C_2vs0","map00230;map00983;map01100;map01110","CBS;IMPDH","1.1.1.205"
"Mycgr3G110972","RNR2","Ribonucleotide reductase, small chain",1207.06738311999,-0.796851647195118,0.135646958924763,8.5768857941824e-11,1.40484468693552e-08,FALSE,"ns","proth_at_27C_2vs0","map00230;map00240;map00480;map00983;map01100;map04115","Ribonuc_red_sm","1.17.4.1"
"Mycgr3G40642","HSE1","VHS domain",177.447901889998,1.26305824027988,0.239846795641278,9.34032504671434e-11,1.49023970402185e-08,TRUE,"up","proth_at_27C_2vs0","map04144;map04630","GAT;SH3_1;UIM;VHS",""
"Mycgr3G68358","","Arrestin (or S-antigen), C-terminal domain",324.154010087951,1.10101213219637,0.204815348412396,1.03325813309517e-10,1.6168502748068e-08,TRUE,"up","proth_at_27C_2vs0","","Arrestin_C;Arrestin_N",""
"Mycgr3G104351","mug86","GPR1/FUN34/yaaH family",152.093836641067,2.04546613649401,0.361478148859575,1.36247908547537e-10,2.09179100349303e-08,TRUE,"up","proth_at_27C_2vs0","","Grp1_Fun34_YaaH",""
"Mycgr3G47943","","Major Facilitator Superfamily",132.509138353308,2.05446577326278,0.366292861866316,1.8054030002181e-10,2.72047485421753e-08,TRUE,"up","proth_at_27C_2vs0","","MFS_1",""
"Mycgr3G78728","PMP3","Proteolipid membrane potential modulator",15079.3306826059,0.756647018772823,0.130741072344933,2.04171161031898e-10,3.02061952239373e-08,FALSE,"ns","proth_at_27C_2vs0","","Pmp3",""
"Mycgr3G70022","","",3370.59978447014,3.53082460197469,0.625960319661127,2.20142996356416e-10,3.19875635955743e-08,TRUE,"up","proth_at_27C_2vs0","","",""
"Mycgr3G102127","ILV5","Belongs to the ketol-acid reductoisomerase family",9237.5216237348,-0.675147864008994,0.115131201905653,2.49716488099612e-10,3.56481239239745e-08,FALSE,"ns","proth_at_27C_2vs0","map00290;map00770;map01100;map01110;map01130;map01210;map01230","IlvC;IlvN","1.1.1.86"
"Mycgr3G65177","","Platelet-activating factor acetylhydrolase, isoform II",181.116077543161,1.39097503546372,0.27452825748759,2.73506555178122e-10,3.83710834393858e-08,TRUE,"up","proth_at_27C_2vs0","map00565;map01100;map01110;map01130","PAF-AH_p_II","3.1.1.47"
"Mycgr3G108567","GUT1","Belongs to the FGGY kinase family",124.793371832086,1.49517037344809,0.292941280905143,2.83971422688838e-10,3.91639909562555e-08,TRUE,"up","proth_at_27C_2vs0","map00561;map01100;map03320;map04626","FGGY_C;FGGY_N","2.7.1.30"
"Mycgr3G78859","","Cysteine-rich TM module stress tolerance",2155.64585020502,1.35662274009413,0.273968780190752,4.91772630033158e-10,6.66925648429968e-08,TRUE,"up","proth_at_27C_2vs0","","CYSTM",""
"Mycgr3G105844","","Aldo/keto reductase family",1495.34067602902,1.60775859482146,0.317483525787837,5.2473915142124e-10,6.99967618871251e-08,TRUE,"up","proth_at_27C_2vs0","","Aldo_ket_red",""
"Mycgr3G39840","RDH1","KR domain",433.84370202857,1.76665692701055,0.340935646608935,5.59719033111336e-10,7.34586092326927e-08,TRUE,"up","proth_at_27C_2vs0","map00860;map01100;map01110","adh_short","1.3.1.33"
"Mycgr3G68510","ARG1","Arginosuccinate synthase",2123.99058352862,-0.886774855219548,0.165297604967023,6.89130704464246e-10,8.90072467019932e-08,FALSE,"ns","proth_at_27C_2vs0","map00220;map00250;map01100;map01110;map01130;map01230;map05418","Arginosuc_synth","6.3.4.5"
"Mycgr3G39456","","Protein of unknown function (DUF1769)",102.2024386438,1.81450720000808,0.353643219022599,8.68435705104558e-10,1.10413458319309e-07,TRUE,"up","proth_at_27C_2vs0","","DUF1769",""
"Mycgr3G98274","","Glycosyltransferase family 2 protein",329.500306428425,1.25345713423017,0.258098939463698,8.86995425779545e-10,1.11038181224126e-07,TRUE,"up","proth_at_27C_2vs0","map00520","Chitin_synth_1;Chitin_synth_1N","2.4.1.16"
"Mycgr3G105469","","methyltransferase activity",220.288079582874,2.07199613979528,0.395252463515763,1.14784981570189e-09,1.41515968944944e-07,TRUE,"up","proth_at_27C_2vs0","","Methyltransf_11;Methyltransf_25",""
"Mycgr3G63807","MRS4","Belongs to the mitochondrial carrier (TC 2.A.29) family",1000.84562895073,-0.710160042545417,0.128124576262297,1.22765356654802e-09,1.49095777179122e-07,FALSE,"ns","proth_at_27C_2vs0","","Mito_carr",""
"Mycgr3G110096","","ACT domain",543.811356134039,-0.976744686574969,0.193046876411236,1.54056686385834e-09,1.84346949576695e-07,FALSE,"ns","proth_at_27C_2vs0","map00630;map00670","ACT;Formyl_trans_N","3.5.1.10"
"Mycgr3G32957","","O-methyltransferase",1465.14218818421,1.90314573020732,0.377600930476826,1.82784625330316e-09,2.15553405262722e-07,TRUE,"up","proth_at_27C_2vs0","","Methyltransf_2",""
"Mycgr3G101503","","Mo-co oxidoreductase dimerisation domain",141.14905437863,1.70282861222558,0.355704635490178,2.9204010411322e-09,3.39475761024181e-07,TRUE,"up","proth_at_27C_2vs0","map00910;map00920;map01100;map01120","Cyt-b5;FAD_binding_6;Mo-co_dimer;NAD_binding_1;Oxidored_molyb","1.7.1.1;1.7.1.2;1.7.1.3;1.8.3.1"
"Mycgr3G110980","","Eps15 homology domain",561.898143769655,0.845783299631098,0.164180304937303,3.16342115128119e-09,3.52613122027056e-07,FALSE,"ns","proth_at_27C_2vs0","map04144","EF-hand_4;UBA",""
"Mycgr3G45389","","KR domain",372.703654445418,2.76050054572407,0.536422140345546,3.09520567201504e-09,3.52613122027056e-07,TRUE,"up","proth_at_27C_2vs0","map00830;map01100","adh_short","1.1.1.300"
"Mycgr3G99460","","Carboxyl transferase domain",622.265694052258,0.862970308665754,0.168504352379206,3.16115789542865e-09,3.52613122027056e-07,FALSE,"ns","proth_at_27C_2vs0","map00280;map01100","Carboxyl_trans","6.4.1.4"
"Mycgr3G92705","TEF1","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis",53308.7031504852,-0.580320019736735,0.105561104326242,4.05456919117754e-09,4.4583823660286e-07,FALSE,"ns","proth_at_27C_2vs0","map03013;map05134","GTP_EFTU;GTP_EFTU_D2;GTP_EFTU_D3",""
"Mycgr3G106502",NA,NA,7573.14868515821,2.3586278138987,0.467867541643354,4.44067429710678e-09,4.81783556740771e-07,TRUE,"up","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G109992",NA,NA,6078.55812342926,-1.09876851793499,0.235671731387296,4.62063222109254e-09,4.94711636618815e-07,TRUE,"down","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G24171","","Monocarboxylate transporter",427.92336372987,-1.20422922578288,0.268155131664632,6.53927278419408e-09,6.89424701764024e-07,TRUE,"down","proth_at_27C_2vs0","","MFS_1",""
"Mycgr3G72103","","RmlD substrate binding domain",268.465780746814,-0.892508937444898,0.181244965146619,6.60871657092219e-09,6.89424701764024e-07,FALSE,"ns","proth_at_27C_2vs0","","Epimerase",""
"Mycgr3G57630","PYK1","Belongs to the pyruvate kinase family",1250.33394609676,-0.81165469919126,0.160299679929812,6.82955718779569e-09,7.03444390342956e-07,FALSE,"ns","proth_at_27C_2vs0","map00010;map00230;map00620;map01100;map01110;map01120;map01130;map01200;map01230;map04922;map04930;map05165;map05203;map05230","PK;PK_C","2.7.1.40"
"Mycgr3G106153","wsc1","WSC domain",3414.20611835195,0.75019216085029,0.145470734221244,7.1963151941382e-09,7.31955209183782e-07,FALSE,"ns","proth_at_27C_2vs0","map04011;map04139","WSC",""
"Mycgr3G105971","MDH1","lactate/malate dehydrogenase, alpha/beta C-terminal domain",9017.81247152291,-0.638169933634677,0.120570286440808,8.42428451427229e-09,8.3595613527602e-07,FALSE,"ns","proth_at_27C_2vs0","map00020;map00270;map00620;map00630;map00710;map01100;map01110;map01120;map01130;map01200","Ldh_1_C;Ldh_1_N","1.1.1.37"
"Mycgr3G25547","","",565.642436131459,-0.860392269383837,0.174339700645111,8.41038208910287e-09,8.3595613527602e-07,FALSE,"ns","proth_at_27C_2vs0","","",""
"Mycgr3G27248","","Domain of unknown function (DUF3328)",91.5496208502225,1.83700899028123,0.395442292187537,8.67520446036875e-09,8.50483598723138e-07,TRUE,"up","proth_at_27C_2vs0","","DUF3328",""
"Mycgr3G106132",NA,NA,239.691481226565,1.05896160021177,0.234397858587492,1.21415040341676e-08,1.17613593245264e-06,TRUE,"up","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G92851","","EF-hand domain pair",194.353481403062,0.988715405128594,0.215159737142359,1.42466031211592e-08,1.36381893643379e-06,FALSE,"ns","proth_at_27C_2vs0","","EF-hand_1;EF-hand_5;EF-hand_6;EF-hand_7;EF-hand_8",""
"Mycgr3G104715","","POT family",432.562780659471,-0.980068500882205,0.213846855825688,1.62193049642109e-08,1.53461028481144e-06,FALSE,"ns","proth_at_27C_2vs0","","PTR2",""
"Mycgr3G79783",NA,NA,949.445130551997,0.984455042557774,0.216442978897543,1.84523984875367e-08,1.72582949992053e-06,FALSE,"ns","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G73144","MEP1","Ammonium Transporter Family",1592.97469707863,-1.15229612496053,0.26720732733775,1.89483012926141e-08,1.75207190475002e-06,TRUE,"down","proth_at_27C_2vs0","","Ammonium_transp",""
"Mycgr3G68068","","Belongs to the peptidase S10 family",2748.92886796358,-1.94045234541603,0.429646076041127,1.98178741134161e-08,1.81188810854907e-06,TRUE,"down","proth_at_27C_2vs0","","Peptidase_S10",""
"Mycgr3G32893","","Arylsulfotransferase (ASST)",50.2137209881036,2.29655340957146,0.494277593304217,2.18787193699912e-08,1.9780793279291e-06,TRUE,"up","proth_at_27C_2vs0","","Arylsulfotran_2",""
"Mycgr3G33832","TFS1","Phosphatidylethanolamine-binding protein",324.894729154356,1.07463437090044,0.248714040889409,2.77572700077076e-08,2.48198797860128e-06,TRUE,"up","proth_at_27C_2vs0","","PBP",""
"Mycgr3G55916","TEF4","Elongation factor 1 gamma, conserved domain",9531.9601907013,-0.642703192951096,0.127430487394461,3.03470553669455e-08,2.68406510348734e-06,FALSE,"ns","proth_at_27C_2vs0","map00230;map05134","EF1G;GST_C;GST_N;PDEase_II","3.1.4.17"
"Mycgr3G44905","","Belongs to the iron ascorbate-dependent oxidoreductase family",374.540009065579,-1.20216600829378,0.293240811141078,4.20470507013916e-08,3.6788908769594e-06,TRUE,"down","proth_at_27C_2vs0","","2OG-FeII_Oxy;DIOX_N",""
"Mycgr3G87692","","Carboxylesterase family",189.671612002313,1.01994268098421,0.237883751001219,4.69777960143607e-08,4.06657793796652e-06,TRUE,"up","proth_at_27C_2vs0","","Abhydrolase_3",""
"Mycgr3G70069","","Belongs to the cytochrome P450 family",320.269608436201,0.894900185864197,0.198468617409107,4.80820024676163e-08,4.11835004293678e-06,FALSE,"ns","proth_at_27C_2vs0","","p450",""
"Mycgr3G12562","","Sugar (and other) transporter",49.3330855933838,2.11641396521561,0.483808201712902,4.9030675522186e-08,4.15586048670862e-06,TRUE,"up","proth_at_27C_2vs0","","MFS_1",""
"Mycgr3G62567","acl1","Citrate synthase, C-terminal domain",2476.94863909518,-1.05334811564824,0.250173226037658,5.27603346346611e-08,4.42588497857977e-06,TRUE,"down","proth_at_27C_2vs0","map00020;map00720;map01100;map01110;map01120;map01130","ATP-grasp_2;Citrate_bind;Citrate_synt;CoA_binding;Ligase_CoA","2.3.3.8"
"Mycgr3G109863","","RTA1 like protein",721.085995075578,1.57277166437854,0.389247608618357,5.58725197156144e-08,4.6391295196526e-06,TRUE,"up","proth_at_27C_2vs0","","RTA1",""
"Mycgr3G109611","CPA2","Carbamoyl-phosphate synthetase large chain, oligomerisation domain",1774.5151571182,-0.764590922902341,0.162790336348422,6.38011792300357e-08,5.24394136762424e-06,FALSE,"ns","proth_at_27C_2vs0","map00240;map00250;map01100","CPSase_L_D2;CPSase_L_D3","6.3.5.5"
"Mycgr3G50095","","Male sterility protein",231.348710138296,1.66113113186639,0.410897616450976,6.7191417415593e-08,5.46736563510681e-06,TRUE,"up","proth_at_27C_2vs0","","AMP-binding;NAD_binding_4;PP-binding",""
"Mycgr3G107360","SPE3","Belongs to the spermidine spermine synthase family",2521.43064022141,-0.503386051614992,0.100057009570312,7.97175157516609e-08,6.42239035318084e-06,FALSE,"ns","proth_at_27C_2vs0","map00270;map00330;map00410;map00480;map01100","Spermine_synt_N;Spermine_synth","2.5.1.16"
"Mycgr3G99007","","Haloacid dehalogenase-like hydrolase",2279.33160348264,-0.780213586125072,0.168975421997766,8.11328149062207e-08,6.47233053815605e-06,FALSE,"ns","proth_at_27C_2vs0","","Hydrolase_6;Hydrolase_like",""
"Mycgr3G72460","SNF3","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",6391.96989429787,0.754642709952554,0.162533884014822,8.97114975883463e-08,7.08720830947936e-06,FALSE,"ns","proth_at_27C_2vs0","map04113","Sugar_tr",""
"Mycgr3G102345","","Cell wall proline rich protein",1475.25597714537,0.984771350318009,0.234899512638763,9.38730493803874e-08,7.3446634885405e-06,FALSE,"ns","proth_at_27C_2vs0","","",""
"Mycgr3G73738","SEC59","Phosphatidate cytidylyltransferase",477.250821393864,0.896647150126684,0.205890529112103,9.54225683573817e-08,7.39479465451442e-06,FALSE,"ns","proth_at_27C_2vs0","map00510;map01100","","1.3.1.88;2.7.1.108"
"Mycgr3G102982",NA,NA,70.1734578461297,-1.89208333179905,0.467107791826893,1.08663095807101e-07,8.34143028851305e-06,TRUE,"down","proth_at_27C_2vs0",NA,NA,NA
"Mycgr3G108228","LEM3","LEM3 (ligand-effect modulator 3) family / CDC50 family",884.764223942128,0.5215974368614,0.105604271798574,1.14783291142756e-07,8.72889383204305e-06,FALSE,"ns","proth_at_27C_2vs0","","CDC50",""
"Mycgr3G111251","FCR1","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",2333.86667124531,0.969604828428808,0.233378249560188,1.24733709179449e-07,9.39776103327013e-06,FALSE,"ns","proth_at_27C_2vs0","","Zn_clus",""
"Mycgr3G65348","PIN3","Src homology 3 domains",1408.20530286386,0.523999935856823,0.106849145606944,1.3508078176675e-07,1.0083966249872e-05,FALSE,"ns","proth_at_27C_2vs0","","SH3_1",""
"Mycgr3G111052","","",149.01692957575,-2.08537077645569,0.511804750898412,1.38779922247739e-07,1.02659293393623e-05,TRUE,"down","proth_at_27C_2vs0","","",""
"Mycgr3G41822","","Serine carboxypeptidase",125.406867590923,1.87808772688915,0.476348918687178,1.57290078099623e-07,1.15303546441138e-05,TRUE,"up","proth_at_27C_2vs0","","Peptidase_S28",""
"Mycgr3G63029","","Oxidoreductase family, NAD-binding Rossmann fold",470.375937687495,0.691175043357646,0.149555788434063,1.67605117467068e-07,1.21768110788351e-05,FALSE,"ns","proth_at_27C_2vs0","","GFO_IDH_MocA",""
"Mycgr3G39578","","Acetokinase family",166.634821438917,0.997412635195536,0.247329735393532,1.70582351582464e-07,1.228343889227e-05,FALSE,"ns","proth_at_27C_2vs0","map00430;map00620;map00640;map00680;map00720;map01100;map01120;map01200","Acetate_kinase","2.7.2.1"
"Mycgr3G45540","","Belongs to the glycosyl hydrolase 3 family",83.0449923428284,2.54055868039566,0.625872628294486,2.11849197079506e-07,1.51212010231223e-05,TRUE,"up","proth_at_27C_2vs0","map00460;map00500;map00940;map01100;map01110","Fn3-like;Glyco_hydro_3;Glyco_hydro_3_C","3.2.1.21"
"Mycgr3G106319","","Basic region leucine zipper",1053.32044199154,0.47686081256033,0.0980924912206161,2.18572040638793e-07,1.53198810261791e-05,FALSE,"ns","proth_at_27C_2vs0","","bZIP_2",""
"Mycgr3G111014","","",426.684330398016,0.850451581789564,0.199723539704117,2.20280948760348e-07,1.53198810261791e-05,FALSE,"ns","proth_at_27C_2vs0","","",""
"Mycgr3G70577","","siderophore- iron",662.521890971892,-2.38549472475384,0.592713224308342,2.20012219620416e-07,1.53198810261791e-05,TRUE,"down","proth_at_27C_2vs0","","MFS_1;TRI12",""
"Mycgr3G71681","","Belongs to the glycosyl hydrolase 5 (cellulase A) family",974.181282429058,2.21804405924971,0.559494532413484,2.35547745904747e-07,1.62428136307367e-05,TRUE,"up","proth_at_27C_2vs0","","Cellulase",""
"Mycgr3G110076","GFA1","SIS domain",2661.07468744461,0.736760200066795,0.165407628666752,2.49807304738489e-07,1.70813616693873e-05,FALSE,"ns","proth_at_27C_2vs0","map00250;map00520;map01100;map01130;map04931","GATase_6;SIS","2.6.1.16"
