"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G99007","","Haloacid dehalogenase-like hydrolase",2279.33160348264,-1.37695103008866,0.225710651154868,1.05727795578497e-09,9.53113652284554e-07,TRUE,"down","interaction_temperature21_prothioconazole2",-6.10051418948717,"","Hydrolase_6;Hydrolase_like",""
"Mycgr3G93126","","integral membrane protein",14.4318178866522,5.85849527454421,0.97942330992592,2.20988474762284e-09,1.66293827258619e-06,TRUE,"up","interaction_temperature21_prothioconazole2",5.98157631656462,"","",""
"Mycgr3G88011","","Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily",535.360898060228,-1.47541088500378,0.247923620599326,2.66394689676895e-09,1.85041849829412e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.9510702588045,"map02010","ABC2_membrane;ABC_tran;ABC_trans_N;PDR_CDR",""
"Mycgr3G111248","CHO1","Belongs to the CDP-alcohol phosphatidyltransferase class-I family",803.006234796121,-1.26104379216107,0.213531489176801,3.51243513439056e-09,2.26552066168191e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.90565727341947,"map00260;map00564;map01100;map01110","CDP-OH_P_transf","2.7.8.8"
"Mycgr3G102248","YET3","B-cell receptor-associated protein 31-like",1133.88034021555,-0.931283634517279,0.158570917454179,4.28033261786971e-09,2.41571272121022e-06,FALSE,"ns","interaction_temperature21_prothioconazole2",-5.87297878746514,"map04141;map04150;map05165","Bap31",""
"Mycgr3G68068","","Belongs to the peptidase S10 family",2748.92886796358,-2.98343897978936,0.507826083942209,4.23040744576816e-09,2.41571272121022e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.8749226834297,"","Peptidase_S10",""
"Mycgr3G61736","VPS1","Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family",543.842175314201,1.02075236684165,0.174914800366917,5.35614045641656e-09,2.84505578361421e-06,TRUE,"up","interaction_temperature21_prothioconazole2",5.83571181341102,"map04139;map04214;map04217;map04621;map04668","Dynamin_M;Dynamin_N;GED","3.6.5.5"
"Mycgr3G46601","","Catechol dioxygenase N terminus",1236.72412023868,-1.58963390719622,0.275704619580968,8.1312986635136e-09,4.07920149619599e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.76571371786312,"map00361;map00362;map00364;map00623;map01100;map01120;map01220","Dioxygenase_C;Dioxygenase_N","1.13.11.1"
"Mycgr3G89053","","Predicted coiled-coil protein (DUF2205)",886.163948145549,-1.15979094477607,0.202605163949965,1.03806129482791e-08,4.93352289068211e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.72438985347131,"","DUF2205",""
"Mycgr3G70038","","Belongs to the thiolase family",503.613719374647,-1.34122391821271,0.235819607059093,1.2891291338076e-08,5.82041803914133e-06,TRUE,"down","interaction_temperature21_prothioconazole2",-5.68749958894054,"map00071;map00280;map00592;map01040;map01100;map01110;map01130;map01212;map03320;map04146","Thiolase_C;Thiolase_N","2.3.1.16"
"Mycgr3G65552","","Glycosyltransferase like family 2",3005.10519220697,0.902960700447073,0.159086386196435,1.37949802675527e-08,5.93184151504766e-06,FALSE,"ns","interaction_temperature21_prothioconazole2",5.67591433834023,"","Glyco_tranf_2_3",""
"Mycgr3G98356","SFP1","zinc finger",393.074321241518,1.47569509961847,0.261778454045372,1.7284654440427e-08,7.09456498168437e-06,TRUE,"up","interaction_temperature21_prothioconazole2",5.63719082611244,"","zf-C2H2",""
"Mycgr3G43403","CDC54","Belongs to the MCM family",190.937109691658,1.44946945202835,0.263257010688707,3.67265782764423e-08,1.44191739928815e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.50591016830431,"map03030;map04110;map04111;map04113","MCM;MCM_N;MCM_OB","3.6.4.12"
"Mycgr3G105085","eaf1","HSA",72.4690425673609,2.42724722726314,0.443490903352756,4.42358959896095e-08,1.57202403409648e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.47304850880446,"","HSA;Myb_DNA-bind_6",""
"Mycgr3G63851","CCT7","assists the folding of proteins upon ATP hydrolysis",544.001000459937,1.09872440949241,0.200901138132345,4.52631504833981e-08,1.57202403409648e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.46898051303531,"","Cpn60_TCP1",""
"Mycgr3G74641","","Major Facilitator Superfamily",299.521856900991,-1.78125739074871,0.325256906201016,4.3391161355202e-08,1.57202403409648e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.47646293372739,"","MFS_1",""
"Mycgr3G47232","","Major Facilitator Superfamily",450.560844835801,-1.21117116162489,0.22383408154547,6.26660374750725e-08,2.09583080888854e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.41102209843257,"","MFS_1",""
"Mycgr3G102217","","",744.487139906898,0.996564812566466,0.186243589716286,8.75334899132943e-08,2.82295504970374e-05,FALSE,"ns","interaction_temperature21_prothioconazole2",5.3508677215929,"","zf-MYND",""
"Mycgr3G74463","NPY1","NADH pyrophosphatase-like rudimentary NUDIX domain",430.637768921802,-0.915902673153554,0.172290191758954,1.0604605257514e-07,3.30205467156386e-05,FALSE,"ns","interaction_temperature21_prothioconazole2",-5.31604651316988,"map00760;map01100;map04146","NUDIX;NUDIX-like;zf-NADH-PPase","3.6.1.22"
"Mycgr3G104881","","Belongs to the small heat shock protein (HSP20) family",780.932472623879,5.20912458304813,0.984666096067083,1.22152829148015e-07,3.67680015735527e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.29024468685804,"","HSP20",""
"Mycgr3G46937","","Major Facilitator Superfamily",922.595703429772,-2.53973784807442,0.483198630963507,1.4714640069308e-07,4.2862322524468e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.25609487553831,"","MFS_1",""
"Mycgr3G75420","DBP7","Belongs to the DEAD box helicase family",182.264121064625,1.94491167291882,0.371184160208374,1.6079552455877e-07,4.53744870864278e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.23974857070139,"","DEAD;DUF4217;Helicase_C","3.6.4.13"
"Mycgr3G93972","","Frequency clock protein",379.28981995621,-1.23002537578575,0.236527004686625,1.98903790136518e-07,5.44273098464473e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.20035916159092,"","FRQ",""
"Mycgr3G62587","","GMC oxidoreductase",7433.96826897298,-1.47276608778532,0.285024451173938,2.37681604510897e-07,6.31254379039236e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.16715699905535,"","CDH-cyt;GMC_oxred_C;GMC_oxred_N","1.1.99.18"
"Mycgr3G106357","","DnaJ molecular chaperone homology domain",324.166468605407,-1.29192711283165,0.250386070013756,2.4729254317975e-07,6.38014761403756e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.15974036718845,"","DnaJ;zf-CCHC",""
"Mycgr3G108927","","TRAM, LAG1 and CLN8 homology domains.",960.434903410342,-1.19857019616524,0.233849648893737,2.96925552403093e-07,7.05588878473666e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.12538805097751,"","TRAM_LAG1_CLN8",""
"Mycgr3G72646","","Glycoside hydrolase family 13 glycosyltransferase family 5 protein",853.333757367049,1.07074499342562,0.20872418036827,2.89816313948947e-07,7.05588878473666e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.12995184140339,"","Alpha-amylase;Glyco_trans_1_4;Glyco_transf_5;Glycos_transf_1","2.4.1.183"
"Mycgr3G91539","","",572.781807866756,-1.45635531053865,0.283711041146847,2.84804657576062e-07,7.05588878473666e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.13323452147513,"","",""
"Mycgr3G77167","","3-oxo-5-alpha-steroid 4-dehydrogenase",510.747372383535,-0.964024335895611,0.188314097211094,3.06775615368442e-07,7.10303540199239e-05,FALSE,"ns","interaction_temperature21_prothioconazole2",-5.11923616007872,"map00140;map03440;map03460","Steroid_dh","1.3.1.22;3.6.4.12"
"Mycgr3G35181","","Belongs to the cytochrome P450 family",104.465058663037,3.05698009000121,0.598075397354072,3.19843770865062e-07,7.22047312727876e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.11136238595587,"","p450",""
"Mycgr3G109644","","Serine-threonine rich protein",59.9627320946019,3.40288695504847,0.668235584757842,3.53659532111114e-07,7.60367994038895e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.09234622140277,"","",""
"Mycgr3G111251","FCR1","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",2333.86667124531,-1.50005125038077,0.29441900787896,3.48826264918587e-07,7.60367994038895e-05,TRUE,"down","interaction_temperature21_prothioconazole2",-5.09495382511941,"","Zn_clus",""
"Mycgr3G110994","CDS1","Belongs to the CDS family",526.661127395398,-0.834103829146472,0.164193914238419,3.77450056663273e-07,7.92645118992873e-05,FALSE,"ns","interaction_temperature21_prothioconazole2",-5.07999235547369,"map00564;map01100;map01110;map04070","CTP_transf_1","2.7.7.41"
"Mycgr3G89326","","",240.5504009633,2.63617644763812,0.523628370320124,4.79243761263201e-07,9.83538900956069e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.03444159457303,"","",""
"Mycgr3G30845",NA,NA,33.6746711097086,10.4653212593709,2.08184061622791,4.98326530879379e-07,9.99975238631288e-05,TRUE,"up","interaction_temperature21_prothioconazole2",5.02695603966695,NA,NA,NA
"Mycgr3G63549","","Putative peptidase family",643.519820476606,-1.28622909492897,0.25612504084178,5.11682800212086e-07,0.00010044555838946,TRUE,"down","interaction_temperature21_prothioconazole2",-5.02187951127955,"","Jacalin;Metallopep",""
"Mycgr3G92097","","Belongs to the glycosyl hydrolase 5 (cellulase A) family",860.380012022229,-2.11650747828784,0.422448394717253,5.44025788453419e-07,0.00010452240148371,TRUE,"down","interaction_temperature21_prothioconazole2",-5.01009710240332,"map00051","Cellulase","3.2.1.78"
"Mycgr3G95738","","",23.1095572586813,8.5197781337024,1.70414465877512,5.74954574199792e-07,0.000108163329271336,TRUE,"up","interaction_temperature21_prothioconazole2",4.99944537562095,"","Response_reg",""
"Mycgr3G51145","","Alcohol dehydrogenase GroES-like domain",27.6766756779523,5.1949356033629,1.04131481135924,6.07481765430393e-07,0.000111950211057887,TRUE,"up","interaction_temperature21_prothioconazole2",4.98882330942927,"","ADH_N;ADH_zinc_N",""
"Mycgr3G105757","","MAPEG family",781.291282378565,-0.955018539414297,0.193073991242766,7.5603865173777e-07,0.000134686588526443,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.94638627019152,"","MAPEG",""
"Mycgr3G108617","TGL1","Partial alpha/beta-hydrolase lipase region",328.868878523112,-1.22242317188099,0.247194277201154,7.60688373737384e-07,0.000134686588526443,TRUE,"down","interaction_temperature21_prothioconazole2",-4.94519203972609,"map00100;map04142;map04979","Abhydro_lipase;Abhydrolase_1","3.1.1.13"
"Mycgr3G108499","","Pleckstrin homology domain",337.442969710302,1.26623901146994,0.256792273553378,8.1815752080767e-07,0.000142076200247947,TRUE,"up","interaction_temperature21_prothioconazole2",4.93098563266054,"","PH_10;VWA",""
"Mycgr3G66956","","Enoyl-(Acyl carrier protein) reductase",298.400785924473,3.597168659157,0.73615043686328,1.02665884918071e-06,0.000174919422794374,TRUE,"up","interaction_temperature21_prothioconazole2",4.88645863539042,"","adh_short;adh_short_C2",""
"Mycgr3G74222","GDB1","Glycoside hydrolase family 13 protein",698.470209518445,0.97433691402216,0.20014661736706,1.12667296631561e-06,0.000188404757144999,FALSE,"ns","interaction_temperature21_prothioconazole2",4.86811581849155,"map00500;map01100;map01110","GDE_C;hDGE_amylase;hGDE_N;hGDE_central","2.4.1.25;3.2.1.33"
"Mycgr3G109450","SOL1","Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase",1412.27186190309,-1.06887996763439,0.219767738948721,1.15223114177298e-06,0.000189175403822001,TRUE,"down","interaction_temperature21_prothioconazole2",-4.86368005034531,"map00030;map01100;map01110;map01120;map01130;map01200","Glucosamine_iso","3.1.1.31"
"Mycgr3G111193","","",107.843820149391,3.27980644281556,0.675379475965053,1.19634242802866e-06,0.000191712272848956,TRUE,"up","interaction_temperature21_prothioconazole2",4.85624239340265,"","",""
"Mycgr3G59280","","KR domain",647.658088105659,7.66232996196943,1.57856988037789,1.21014391499341e-06,0.000191712272848956,TRUE,"up","interaction_temperature21_prothioconazole2",4.85396944235068,"","adh_short",""
"Mycgr3G104080",NA,NA,235.77740960886,1.41581548949654,0.292208292891775,1.26467044615534e-06,0.000196896105668668,TRUE,"up","interaction_temperature21_prothioconazole2",4.84522692865845,NA,NA,NA
"Mycgr3G23163","","Region of unknown function (DUF2417)",1090.71310184754,-0.85754206791577,0.17738383455313,1.33556678679721e-06,0.000201002801412981,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.83438679785062,"","Abhydrolase_1;Abhydrolase_6;DUF2417",""
"Mycgr3G53676","DPS1","Uncharacterised conserved protein (DUF2156)",313.099020207116,-1.09790417466206,0.227035407567189,1.32592556405735e-06,0.000201002801412981,TRUE,"down","interaction_temperature21_prothioconazole2",-4.83582797250311,"map00970","DUF2156;tRNA-synt_2;tRNA_anti-codon","6.1.1.12"
"Mycgr3G94017","","",229.703986737642,3.91448287190943,0.8112500907115,1.39829168669194e-06,0.000206993015259478,TRUE,"up","interaction_temperature21_prothioconazole2",4.82524799285541,"","",""
"Mycgr3G65910","","",633.053036347123,-0.863212515364132,0.179132830138634,1.44395014612504e-06,0.000210304351927566,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.81884038060515,"","",""
"Mycgr3G47092","","Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)",941.602672224524,-1.2313711016997,0.256099837429083,1.52319561930587e-06,0.000216094317269911,TRUE,"down","interaction_temperature21_prothioconazole2",-4.808168228692,"","GATA;PAS_3;PAS_9",""
"Mycgr3G71033","","Pleckstrin homology domain.",1472.48228454962,-0.933378760971618,0.194167819004346,1.53156548231166e-06,0.000216094317269911,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.80707238592779,"","",""
"Mycgr3G70061","","Middle domain of eukaryotic initiation factor 4G (eIF4G)",1056.91209481686,0.905998350198745,0.188764042399313,1.58955708034496e-06,0.000220826160546385,FALSE,"ns","interaction_temperature21_prothioconazole2",4.79963418182255,"map03013;map05416","MA3;MIF4G;eIF_4G1",""
"Mycgr3G84797","","Amidase",13.5376343677957,7.82402989004707,1.6359772965449,1.73144993096757e-06,0.000236893831464199,TRUE,"up","interaction_temperature21_prothioconazole2",4.7824807267014,"map00330;map00360;map00380;map00627;map00643;map01120","Amidase","3.5.1.4"
"Mycgr3G101446","CAT2","Belongs to the carnitine choline acetyltransferase family",685.123519713879,-0.952110589470614,0.199763915522607,1.87752423475198e-06,0.000253045430444931,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.76617905180609,"map04146","Carn_acyltransf","2.3.1.7"
"Mycgr3G55571","","FAD dependent oxidoreductase",276.74626373158,1.54064605717814,0.324620285981007,2.07484459079894e-06,0.000275527156689918,TRUE,"up","interaction_temperature21_prothioconazole2",4.74599439317937,"","DAO",""
"Mycgr3G55505","FUN12","Translation-initiation factor 2",599.261691439143,0.992251960553302,0.209914359789544,2.27931910120495e-06,0.000298293499766387,FALSE,"ns","interaction_temperature21_prothioconazole2",4.72693703064486,"map03013","GTP_EFTU;GTP_EFTU_D2;IF-2",""
"Mycgr3G104756",NA,NA,122.975111059484,1.68105804636572,0.355904645655583,2.32004430000921e-06,0.000299285714701188,TRUE,"up","interaction_temperature21_prothioconazole2",4.72333830672309,NA,NA,NA
"Mycgr3G106897","","Lipoxygenase",71.419031520127,3.3232020989058,0.704919928270478,2.42546341185405e-06,0.000304193536236695,TRUE,"up","interaction_temperature21_prothioconazole2",4.71429727779051,"","Lipoxygenase",""
"Mycgr3G35710","","Thioredoxin",165.790985994337,-1.42557584727508,0.302235755785816,2.39621030393427e-06,0.000304193536236695,TRUE,"down","interaction_temperature21_prothioconazole2",-4.7167676887487,"","Thioredoxin",""
"Mycgr3G105598",NA,NA,584.125991621631,1.43426987839046,0.304460274434238,2.46673054075869e-06,0.000305131188808917,TRUE,"up","interaction_temperature21_prothioconazole2",4.7108604925739,NA,NA,NA
"Mycgr3G107606","","axonemal central apparatus assembly",298.767622503555,3.33351828420744,0.709019462644818,2.58144384375836e-06,0.000315005917691054,TRUE,"up","interaction_temperature21_prothioconazole2",4.7015892508403,"","",""
"Mycgr3G102388",NA,NA,173.949421504981,1.37528981556852,0.293323661915701,2.75023241502247e-06,0.000326771035627012,TRUE,"up","interaction_temperature21_prothioconazole2",4.68864259564498,NA,NA,NA
"Mycgr3G99917",NA,NA,2745.52630481834,-2.29983658157943,0.490446448174565,2.74179326934422e-06,0.000326771035627012,TRUE,"down","interaction_temperature21_prothioconazole2",-4.68927156092045,NA,NA,NA
"Mycgr3G111080","","GATA transcription factor",74.8045271323685,1.89039325639534,0.403730712958563,2.83656976600809e-06,0.000328387499834014,TRUE,"up","interaction_temperature21_prothioconazole2",4.68231223367285,"","",""
"Mycgr3G69789","","",93.6800936673171,2.41568229682551,0.515784906959217,2.82007619737366e-06,0.000328387499834014,TRUE,"up","interaction_temperature21_prothioconazole2",4.68350714461003,"","",""
"Mycgr3G106955","OPT8","OPT oligopeptide transporter protein",739.766698823239,-1.06100288902578,0.226888538792724,2.92072009679366e-06,0.000333849398405655,TRUE,"down","interaction_temperature21_prothioconazole2",-4.6763176962194,"","OPT",""
"Mycgr3G99331","","Cutinase",18.2224821579912,4.0748811625845,0.87309598742344,3.05387271872437e-06,0.000344705883126014,TRUE,"up","interaction_temperature21_prothioconazole2",4.66716285641138,"","Cutinase",""
"Mycgr3G104409","","Bacteriorhodopsin-like protein",18618.7890836765,-0.749636952465992,0.160837242343736,3.14918616637447e-06,0.000348531976471397,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.660841864373,"","Bac_rhodopsin",""
"Mycgr3G105480",NA,NA,98.658644390353,1.49764725698596,0.32139641010414,3.16496368445787e-06,0.000348531976471397,TRUE,"up","interaction_temperature21_prothioconazole2",4.6598132707851,NA,NA,NA
"Mycgr3G91052","","SpoU rRNA Methylase family",138.541914036127,1.41369949658136,0.305455618065311,3.68917146792229e-06,0.000401364076570341,TRUE,"up","interaction_temperature21_prothioconazole2",4.62816662379765,"","SpoU_methylase","2.1.1.34"
"Mycgr3G109418","ERV14","Cornichon protein",773.470044167606,-0.871008316898138,0.188580237546404,3.86025657676189e-06,0.000414977582001903,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.61876773637963,"","Cornichon",""
"Mycgr3G108314","","Pyridine nucleotide-disulphide oxidoreductase",151.975976168581,6.94556220738708,1.50832547899532,4.12829514043598e-06,0.000429755404601051,TRUE,"up","interaction_temperature21_prothioconazole2",4.60481660232475,"","FMO-like;Pyr_redox_2;Pyr_redox_3",""
"Mycgr3G37166","","Glycosyl hydrolases family 16",11.007511915002,4.70489282151348,1.0218692902799,4.14050057589053e-06,0.000429755404601051,TRUE,"up","interaction_temperature21_prothioconazole2",4.60420218737052,"","Glyco_hydro_16",""
"Mycgr3G38161","lcc1","Belongs to the multicopper oxidase family",110.063307659082,3.22438421859684,0.69984621081301,4.07979533392563e-06,0.000429755404601051,TRUE,"up","interaction_temperature21_prothioconazole2",4.6072753824745,"","Cu-oxidase;Cu-oxidase_2;Cu-oxidase_3",""
"Mycgr3G109907","RFA1","As part of the replication protein A (RPA RP-A), a single-stranded DNA-binding heterotrimeric complex, may play an essential role in DNA replication, recombination and repair. Binds and stabilizes single-stranded DNA intermediates, preventing complementary DNA reannealing and recruiting different proteins involved in DNA metabolism",125.006688920236,1.48735968779202,0.324362122721803,4.52920162181421e-06,0.000463082294159016,TRUE,"up","interaction_temperature21_prothioconazole2",4.58549128767321,"map03030;map03420;map03430;map03440;map03460","REPA_OB_2;Rep-A_N;Rep_fac-A_C;tRNA_anti-codon",""
"Mycgr3G32226","","Cytochrome P450",142.048197084524,4.40106423953212,0.960116656403203,4.56415550167801e-06,0.000463082294159016,TRUE,"up","interaction_temperature21_prothioconazole2",4.58388489584112,"","p450",""
"Mycgr3G11429","","Protein tyrosine kinase",221.609492935671,-1.07078496086052,0.234354640089189,4.89871161811825e-06,0.00048610292210558,TRUE,"down","interaction_temperature21_prothioconazole2",-4.5690794108152,"","Pkinase","2.1.1.205"
"Mycgr3G49914","smc6","AAA domain",43.9261129115936,2.44620226868417,0.535306010985714,4.88360222601284e-06,0.00048610292210558,TRUE,"up","interaction_temperature21_prothioconazole2",4.56972688234852,"map03018","AAA_23;SMC_N","3.6.4.13"
"Mycgr3G38100","","",94.1956875259172,1.98686726901645,0.435558007682753,5.0750932108729e-06,0.000498131431458503,TRUE,"up","interaction_temperature21_prothioconazole2",4.56165937480277,"","BTB",""
"Mycgr3G34913","","Sir2 family",257.292646652201,-1.20264191810479,0.26422336713504,5.32367617576062e-06,0.000516911783517402,TRUE,"down","interaction_temperature21_prothioconazole2",-4.5516107494389,"","SIR2",""
"Mycgr3G35747","POL3","DNA polymerase type-B family",68.8235763276042,1.86134325647232,0.409583916344579,5.50727332683139e-06,0.000529049767460504,TRUE,"up","interaction_temperature21_prothioconazole2",4.54447350639225,"map00230;map00240;map01100;map03030;map03410;map03420;map03430;map03440;map05166","DNA_pol_B;DNA_pol_B_exo1;zf-C4pol","2.7.7.7"
"Mycgr3G105330","SMI1","SMI1 / KNR4 family",316.316271810874,-0.860244056330024,0.190428524931265,6.2600103723603e-06,0.00058883222565014,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.51741175141974,"","SMI1_KNR4",""
"Mycgr3G106512","KEL2","Kelch motif",95.9870474981971,1.58569001150776,0.350982083756445,6.24660028335644e-06,0.00058883222565014,TRUE,"up","interaction_temperature21_prothioconazole2",4.51786596779143,"","Kelch_1;Kelch_3;Kelch_4;Kelch_5",""
"Mycgr3G27731","","Domain of unknown function (DUF4112)",258.766621942888,-1.12787792265489,0.251919375463232,7.565019182087e-06,0.000704248692930367,TRUE,"down","interaction_temperature21_prothioconazole2",-4.47713845185959,"","DUF4112",""
"Mycgr3G45613","","Clock-controlled protein 6",668.367851236689,-1.87756779443805,0.421779280229784,8.52562167808925e-06,0.000777640037910565,TRUE,"down","interaction_temperature21_prothioconazole2",-4.45154108427317,"","",""
"Mycgr3G95833",NA,NA,2723.97078801456,-1.77244807653011,0.398127519233198,8.50897344375039e-06,0.000777640037910565,TRUE,"down","interaction_temperature21_prothioconazole2",-4.45196071837455,NA,NA,NA
"Mycgr3G70454","","Belongs to the histidine acid phosphatase family",395.467503064287,-1.60751993149701,0.361665309648533,8.79850255140086e-06,0.000794504780391497,TRUE,"down","interaction_temperature21_prothioconazole2",-4.44477224829554,"map00730;map00740;map01100","His_Phos_2","3.1.3.2"
"Mycgr3G94648",NA,NA,12.1838521466561,5.34393852295416,1.20406327369565,9.069159958359e-06,0.000802887396313546,TRUE,"up","interaction_temperature21_prothioconazole2",4.43825390218233,NA,NA,NA
"Mycgr3G95327","","Domain of Unknown Function (DUF913)",28.8123932630799,6.86666188907303,1.54655112793664,8.99656672955766e-06,0.000802887396313546,TRUE,"up","interaction_temperature21_prothioconazole2",4.43998375807615,"","HECT",""
"Mycgr3G100507","MPE1","DWNN",189.723020132852,1.07846808057361,0.243501818314209,9.46736776068791e-06,0.000830003212417591,TRUE,"up","interaction_temperature21_prothioconazole2",4.42899395183153,"map03015","DWNN;U-box;zf-CCHC_2",""
"Mycgr3G105587","","B3/4 domain",1360.44420567651,5.26147018748711,1.18983211344936,9.77790604809637e-06,0.000841440203614195,TRUE,"up","interaction_temperature21_prothioconazole2",4.42202738353897,"","B3_4",""
"Mycgr3G34525","","Reversible hydration of carbon dioxide",32.964110527701,3.92575084385606,0.887799572744856,9.78418841411855e-06,0.000841440203614195,TRUE,"up","interaction_temperature21_prothioconazole2",4.42188863835405,"map00910","Pro_CA","4.2.1.1"
"Mycgr3G107908","","Aldo/keto reductase family",816.606379385258,-2.26973797519867,0.513798559635919,9.9819559522641e-06,0.00085034964385797,TRUE,"down","interaction_temperature21_prothioconazole2",-4.41756391222082,"","Aldo_ket_red",""
"Mycgr3G40160","","Protein of unknown function (DUF1295)",678.377687270753,-0.819234605195935,0.185794205675599,1.03673808271188e-05,0.000874929428681144,FALSE,"ns","interaction_temperature21_prothioconazole2",-4.40936573999696,"","DUF1295",""
"Mycgr3G81692",NA,NA,572.52260218261,-2.37274309316847,0.538778059063399,1.0630522358083e-05,0.000888829786050833,TRUE,"down","interaction_temperature21_prothioconazole2",-4.40393414923614,NA,NA,NA
"Mycgr3G102147","","",511.78282766878,-1.0010519232303,0.227650440046368,1.09595506524016e-05,0.000907933416432904,TRUE,"down","interaction_temperature21_prothioconazole2",-4.39732039624611,"","",""
"Mycgr3G102797","","PLAC8 family",290.553844517107,3.36805980401354,0.769202480699395,1.19422888069402e-05,0.000967731372534568,TRUE,"up","interaction_temperature21_prothioconazole2",4.37863877005589,"","PLAC8",""
