"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","KEGG","PFAM","EC"
"Mycgr3G55571","","FAD dependent oxidoreductase",276.74626373158,-1.03249618636992,0.285694348924354,1.97357443224133e-08,5.22621480948294e-06,TRUE,"down","temp_21vs15_proth0","","DAO",""
"Mycgr3G102895","","Thioesterase superfamily",495.676534722799,0.527298616108143,0.106935817922724,4.88920447877962e-08,1.17072789825746e-05,FALSE,"ns","temp_21vs15_proth0","map00230;map00920;map01100;map01120","4HBT","2.7.1.25"
"Mycgr3G83445","RPO31","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates",139.000053352586,-0.747182813713551,0.180730107603135,4.75250232209394e-08,1.17072789825746e-05,FALSE,"ns","temp_21vs15_proth0","map00230;map00240;map01100;map03020;map04623;map05169","RNA_pol_Rpb1_1;RNA_pol_Rpb1_2;RNA_pol_Rpb1_3;RNA_pol_Rpb1_4;RNA_pol_Rpb1_5","2.7.7.6"
"Mycgr3G39862","","Lysine methyltransferase",228.924407059854,0.728401586514701,0.175547636863613,6.29278082634878e-08,1.45972850231209e-05,FALSE,"ns","temp_21vs15_proth0","","Methyltransf_16","2.1.1.1"
"Mycgr3G105323","abnC","Belongs to the glycosyl hydrolase 43 family",352.266678248235,0.929507765740974,0.268806461903732,6.93113407532956e-08,1.55908509821731e-05,FALSE,"ns","temp_21vs15_proth0","","Glyco_hydro_43","3.2.1.99"
"Mycgr3G15902","FMT1","Formyl transferase",247.085327775114,0.68560457398496,0.159940264875902,7.8328999140376e-08,1.7101063547618e-05,FALSE,"ns","temp_21vs15_proth0","map00670;map00970","Formyl_trans_C;Formyl_trans_N","2.1.2.9"
"Mycgr3G107427","INO1","Myo-inositol-1-phosphate synthase",113.274457112082,-1.29916522375173,0.385629197749376,9.23820003968781e-08,1.9592902541315e-05,TRUE,"down","temp_21vs15_proth0","map00521;map00562;map01100;map01130","Inos-1-P_synth;NAD_binding_5","5.5.1.4"
"Mycgr3G103686","","",7432.61327422512,-0.835827451336899,0.231155023791196,9.59270527911377e-08,1.97796253574615e-05,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G110047","","Belongs to the peptidase A1 family",187.152530678553,-1.62931964450281,0.434175007793739,1.14937378166641e-07,2.30589231927291e-05,TRUE,"down","temp_21vs15_proth0","","Asp",""
"Mycgr3G27346","","Gamma-glutamyl cyclotransferase, AIG2-like",209.71530021521,-1.89508882791527,0.490347295113424,2.37429016363389e-07,4.63798839069851e-05,TRUE,"down","temp_21vs15_proth0","","GGACT",""
"Mycgr3G100507","MPE1","DWNN",189.723020132852,-0.66748616889048,0.165296769799383,2.97839737070963e-07,5.668882995584e-05,FALSE,"ns","temp_21vs15_proth0","map03015","DWNN;U-box;zf-CCHC_2",""
"Mycgr3G76101","","Enoyl-(Acyl carrier protein) reductase",155.534724657028,-2.41168069850506,0.596905435672174,3.80610868372388e-07,7.06318618982059e-05,TRUE,"down","temp_21vs15_proth0","","adh_short",""
"Mycgr3G102692","REG1","Fungal protein of unknown function (DUF1752)",259.207458313636,-0.736821874879529,0.203707934278831,4.28088951624274e-07,7.75049826318777e-05,FALSE,"ns","temp_21vs15_proth0","","DUF1752",""
"Mycgr3G94594","","Rdx family",36.9126683752082,-2.09840563844365,0.555670972578512,4.86706620666361e-07,8.60196010763427e-05,TRUE,"down","temp_21vs15_proth0","","",""
"Mycgr3G44905","","Belongs to the iron ascorbate-dependent oxidoreductase family",374.540009065579,0.877962524432056,0.288386236256557,5.7900433575467e-07,9.8884030452023e-05,FALSE,"ns","temp_21vs15_proth0","","2OG-FeII_Oxy;DIOX_N",""
"Mycgr3G70886","","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",579.433474502639,-0.785921168352729,0.236639856854517,5.8613732182258e-07,9.8884030452023e-05,FALSE,"ns","temp_21vs15_proth0","","Sugar_tr",""
"Mycgr3G111313","SQS1","G-patch domain",157.604440140972,-0.654809159222162,0.168138794413196,6.45595925762688e-07,0.000106494634598587,FALSE,"ns","temp_21vs15_proth0","","G-patch;R3H",""
"Mycgr3G69070","YOR1","ABC transporter transmembrane region",203.943666673403,-2.11524366772818,0.583400491029416,7.13428568134781e-07,0.000115125657853576,TRUE,"down","temp_21vs15_proth0","","ABC_membrane;ABC_tran",""
"Mycgr3G75953","","Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN",803.417905059863,-0.484295960759394,0.108635957301529,7.57599424263005e-07,0.000119652351623495,FALSE,"ns","temp_21vs15_proth0","","DENN;uDENN",""
"Mycgr3G101007","EPL1","Enhancer of polycomb-like protein",300.813006614998,-0.605577123236615,0.149154689412341,7.87605976300897e-07,0.000121799982543366,FALSE,"ns","temp_21vs15_proth0","","EPL1",""
"Mycgr3G108499","","Pleckstrin homology domain",337.442969710302,-0.659657129466541,0.173717563040604,8.48819237445496e-07,0.000128587453052202,FALSE,"ns","temp_21vs15_proth0","","PH_10;VWA",""
"Mycgr3G39492","","OPT oligopeptide transporter protein",870.436527007349,-1.51335824860753,0.509971228279776,9.23899030994056e-07,0.000137162050141377,TRUE,"down","temp_21vs15_proth0","","OPT",""
"Mycgr3G35614","","Protein kinase domain",117.996400964924,0.668433714192998,0.179452808841248,9.45273748748737e-07,0.000137583667391409,FALSE,"ns","temp_21vs15_proth0","","Pkinase",""
"Mycgr3G108336","","",3842.69198548392,-1.14030198826298,0.421075666635911,9.65212534906894e-07,0.000137784089357959,TRUE,"down","temp_21vs15_proth0","","",""
"Mycgr3G69710","","helicase superfamily c-terminal domain",608.731117193131,-0.625130323543999,0.160062165152592,1.03178292537733e-06,0.000144508012359923,FALSE,"ns","temp_21vs15_proth0","","DEAD;Helicase_C","3.6.4.13"
"Mycgr3G104386","","Alcohol dehydrogenase GroES-like domain",437.982538360899,-1.45195974814926,0.506976665719403,1.07882244153937e-06,0.000148298129324939,TRUE,"down","temp_21vs15_proth0","","ADH_N;ADH_N_assoc;ADH_zinc_N",""
"Mycgr3G102658","","",714.413382631393,0.564931187522503,0.139879038480005,1.60316257822916e-06,0.00021636865123991,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G70038","","Belongs to the thiolase family",503.613719374647,0.601638648621062,0.155859037891849,1.80076639158371e-06,0.000238698016512962,FALSE,"ns","temp_21vs15_proth0","map00071;map00280;map00592;map01040;map01100;map01110;map01130;map01212;map03320;map04146","Thiolase_C;Thiolase_N","2.3.1.16"
"Mycgr3G92897","","",109.706852705791,1.11253068104458,0.437475359989291,1.86357927271548e-06,0.000242690332304684,TRUE,"up","temp_21vs15_proth0","","",""
"Mycgr3G64493","","NAD(P)H-binding",222.662644017645,0.693233666249156,0.204989653141348,1.99420783697581e-06,0.000255224220239163,FALSE,"ns","temp_21vs15_proth0","","NAD_binding_10;NmrA",""
"Mycgr3G106886","","Forkhead associated domain",314.273111082454,-0.936835282689124,0.360038165355621,2.14564758211709e-06,0.000265587125923853,FALSE,"ns","temp_21vs15_proth0","","FHA",""
"Mycgr3G106945","","Ig-like domain from next to BRCA1 gene",1547.98876126825,-0.732902752431537,0.231514691154719,2.14673683893725e-06,0.000265587125923853,FALSE,"ns","temp_21vs15_proth0","map04137","N_BRCA1_IG;ZZ",""
"Mycgr3G75734","","short chain dehydrogenase",430.671865574805,0.503943894487161,0.121124534810956,2.20288514463895e-06,0.000268065843092704,FALSE,"ns","temp_21vs15_proth0","","adh_short",""
"Mycgr3G78594","","Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family",1266.69079079288,0.60251441803849,0.159262560487333,2.35239018021848e-06,0.000281641811415512,FALSE,"ns","temp_21vs15_proth0","","GPI-anchored",""
"Mycgr3G65978","","Zinc-binding dehydrogenase",841.141341018837,0.494669504507504,0.118786680899886,2.41996163000346e-06,0.000281653518293678,FALSE,"ns","temp_21vs15_proth0","","ADH_N;ADH_zinc_N;ADH_zinc_N_2",""
"Mycgr3G93741",NA,NA,248.914764076941,0.706512784028175,0.217117158100385,2.42837466937834e-06,0.000281653518293678,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G107339","UTP5","Dip2/Utp12 Family",643.139933768709,-0.505445764888796,0.122542787152337,2.51088303805473e-06,0.00028674284294585,FALSE,"ns","temp_21vs15_proth0","map03008","Utp12",""
"Mycgr3G95227","","Prion-inhibition and propagation",669.481369833587,0.755903900503165,0.25116206459739,2.56401272503525e-06,0.000287103229688891,FALSE,"ns","temp_21vs15_proth0","","HeLo",""
"Mycgr3G95830","","Phenol hydroxylase, C-terminal dimerisation domain",1220.63315442917,0.671312759834954,0.196630863537434,2.59139382852697e-06,0.000287103229688891,FALSE,"ns","temp_21vs15_proth0","","FAD_binding_3;Phe_hydrox_dim",""
"Mycgr3G103909",NA,NA,623.699958128601,0.532145910834856,0.132831640807,2.88512886455843e-06,0.000310381326979959,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G98177","PRP8","PROCT (NUC072) domain",290.18633886539,-0.639405815194581,0.180252273525587,2.87705011770087e-06,0.000310381326979959,FALSE,"ns","temp_21vs15_proth0","map03040","JAB;PRO8NT;PROCN;PROCT;PRP8_domainIV;RRM_4;U5_2-snRNA_bdg;U6-snRNA_bdg",""
"Mycgr3G111502","","Life-span regulatory factor",1524.43295357317,-0.561022244858268,0.14437104737133,3.06239477936925e-06,0.000324745092103685,FALSE,"ns","temp_21vs15_proth0","","Ecl1",""
"Mycgr3G67851","Ptp2","Protein tyrosine phosphatase, catalytic domain",422.777148550316,-0.761574910178467,0.260770195256866,3.16954683259264e-06,0.000326771474143544,FALSE,"ns","temp_21vs15_proth0","map04011","Rhodanese;Y_phosphatase","3.1.3.48"
"Mycgr3G91583","","Membrane-associating domain",330.946348192587,1.1408770747222,0.473100847166575,3.14024929978698e-06,0.000326771474143544,TRUE,"up","temp_21vs15_proth0","","MARVEL",""
"Mycgr3G51380","","Amino acid permease",215.51246201905,-0.699172382669357,0.219541030204224,3.39480677693879e-06,0.000345200694592009,FALSE,"ns","temp_21vs15_proth0","","AA_permease",""
"Mycgr3G70915","","Fatty acid desaturase",358.272982750482,-0.637262353146184,0.182058610262826,3.4847910315481e-06,0.000349562213880832,FALSE,"ns","temp_21vs15_proth0","","Cyt-b5;FA_desaturase","1.14.19.18"
"Mycgr3G102798",NA,NA,403.924969419201,-0.620661461009334,0.173701692804919,3.62005255185286e-06,0.000358288667898717,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G106799","","Isochorismatase family",198.097824719065,-0.686614681182762,0.214668009205628,3.97365838867234e-06,0.00037961982576589,FALSE,"ns","temp_21vs15_proth0","","2OG-FeII_Oxy_2;GST_C_2;Isochorismatase",""
"Mycgr3G65305","SNQ2","Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily",345.08808022236,-0.816097922718135,0.30626343862371,3.98899992048221e-06,0.00037961982576589,FALSE,"ns","temp_21vs15_proth0","map02010","ABC2_membrane;ABC_tran;ABC_trans_N;PDR_CDR",""
"Mycgr3G98268","ISW2","HAND",415.77246713241,-0.592661955518321,0.160979730982076,3.95447383289114e-06,0.00037961982576589,FALSE,"ns","temp_21vs15_proth0","","DBINO;HAND;Helicase_C;SLIDE;SNF2_N",""
"Mycgr3G32378","NRK1","nicotinamide riboside kinase",401.704961950953,0.547529136941134,0.143091431080225,4.65288184927448e-06,0.000437194202116006,FALSE,"ns","temp_21vs15_proth0","map00760;map01100","AAA_18;CPT;PRK","2.7.1.173;2.7.1.22"
"Mycgr3G42709","","Belongs to the peptidase S10 family",141.508249641222,-1.20450513866532,0.528749530848298,5.41374983740005e-06,0.000502328313037757,TRUE,"down","temp_21vs15_proth0","","Peptidase_S10","3.4.16.6"
"Mycgr3G68429","SKS1","Belongs to the protein kinase superfamily",751.056510220432,-0.52436630997893,0.135697960364171,5.55066962768772e-06,0.000508674328966987,FALSE,"ns","temp_21vs15_proth0","","Pkinase",""
"Mycgr3G103761","","",1298.30442937773,0.629070761763554,0.185487592798103,5.67354462777091e-06,0.00051359416795053,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G98585","CDC60","Belongs to the class-I aminoacyl-tRNA synthetase family",359.65043340549,-0.542555438289239,0.144660249168913,6.6017045354386e-06,0.00059041509357302,FALSE,"ns","temp_21vs15_proth0","map00970","Anticodon_1;tRNA-synt_1","6.1.1.4"
"Mycgr3G66956","","Enoyl-(Acyl carrier protein) reductase",298.400785924473,-1.80918611788968,0.739358645027406,7.29136527040724e-06,0.000644331004788487,TRUE,"down","temp_21vs15_proth0","","adh_short;adh_short_C2",""
"Mycgr3G102083","ICL1","Belongs to the isocitrate lyase PEP mutase superfamily. Isocitrate lyase family",2066.53219098869,-1.48304418277379,0.648444530902218,7.54952821852069e-06,0.00065929585842446,TRUE,"down","temp_21vs15_proth0","map00630;map01100;map01110;map01120;map01200","ICL","4.1.3.1"
"Mycgr3G89178","","Domain of unknown function (DUF3328)",37.0482693919704,-1.73079006699056,0.72839316067154,8.04464582967033e-06,0.000694365185972591,TRUE,"down","temp_21vs15_proth0","","DUF3328",""
"Mycgr3G74342","","Uncharacterised protein family UPF0047",445.861270326985,0.461459470089108,0.116672001010333,8.26895583432403e-06,0.000705522519059624,FALSE,"ns","temp_21vs15_proth0","","UPF0047",""
"Mycgr3G88794",NA,NA,47.0866073956247,1.52810509217664,0.680136610895905,9.06658904473308e-06,0.000764787391807428,TRUE,"up","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G71535","","Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides",243.573522832132,0.493761374999074,0.128952807181256,9.35973403712851e-06,0.000780643884916909,FALSE,"ns","temp_21vs15_proth0","","ChaC",""
"Mycgr3G105053","IDH1","Isocitrate dehydrogenase NAD subunit",6946.77307377053,0.36650463256887,0.0888293754163903,9.74775967731274e-06,0.00079542109774547,FALSE,"ns","temp_21vs15_proth0","map00020;map01100;map01110;map01120;map01130;map01200;map01210;map01230","Iso_dh","1.1.1.41"
"Mycgr3G34668","","Amidase",137.568777921563,-0.7432189112317,0.283015463599444,9.75122186377985e-06,0.00079542109774547,FALSE,"ns","temp_21vs15_proth0","","Amidase",""
"Mycgr3G73347","","Copper amine oxidase, enzyme domain",512.394061853159,-0.709661608209333,0.258043304048322,1.04653660733854e-05,0.000835316261964946,FALSE,"ns","temp_21vs15_proth0","map00260;map00350;map00360;map00410;map00950;map00960;map01100;map01110","Cu_amine_oxid;Cu_amine_oxidN2;Cu_amine_oxidN3","1.4.3.21"
"Mycgr3G85154","","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",167.581156760007,-0.65280531207296,0.213679078845712,1.04324617770892e-05,0.000835316261964946,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G61450","PNP1","The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate",564.872905674614,0.545601915347125,0.151679972798611,1.08814673819249e-05,0.000859288642298179,FALSE,"ns","temp_21vs15_proth0","map00230;map00240;map00760;map01100;map01110","PNP_UDP_1","2.4.2.1"
"Mycgr3G105971","MDH1","lactate/malate dehydrogenase, alpha/beta C-terminal domain",9017.81247152291,0.42675732777322,0.107694650036983,1.14204830954552e-05,0.000873961299150144,FALSE,"ns","temp_21vs15_proth0","map00020;map00270;map00620;map00630;map00710;map01100;map01110;map01120;map01130;map01200","Ldh_1_C;Ldh_1_N","1.1.1.37"
"Mycgr3G42222","","Multicopper oxidase",63.6821345966745,-2.10827988761925,0.922470953812709,1.12739208925487e-05,0.000873961299150144,TRUE,"down","temp_21vs15_proth0","","Cu-oxidase;Cu-oxidase_2;Cu-oxidase_3",""
"Mycgr3G76460","PUP2","Proteasome subunit alpha type",1074.04942355724,0.407724548677611,0.101773434321509,1.14098850630733e-05,0.000873961299150144,FALSE,"ns","temp_21vs15_proth0","map03050","Proteasome;Proteasome_A_N","3.4.25.1"
"Mycgr3G74970","SNQ2","Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily",2527.40427923933,-0.674071241093647,0.233164175629503,1.18087175052493e-05,0.000894450102463932,FALSE,"ns","temp_21vs15_proth0","map02010","ABC2_membrane;ABC_tran;ABC_trans_N;PDR_CDR",""
"Mycgr3G67342","","Alcohol dehydrogenase GroES-like domain",54.9261783916245,-1.61136619139213,0.738618377661607,1.19693517720913e-05,0.00089745957782054,TRUE,"down","temp_21vs15_proth0","map00010;map00071;map00350;map00625;map00626;map00830;map00980;map00982;map01100;map01110;map01120;map01130;map01220","ADH_N;ADH_zinc_N","1.1.1.1"
"Mycgr3G46257","","",98.9953855584389,-1.38842048335369,0.668496053947148,1.31177052835793e-05,0.000973727263200095,TRUE,"down","temp_21vs15_proth0","","",""
"Mycgr3G104756",NA,NA,122.975111059484,-0.693252115339661,0.252882852625454,1.34288942521045e-05,0.000978654545002613,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G91471","","",713.45314482505,-1.03362520385937,0.505559036925682,1.3447765538228e-05,0.000978654545002613,TRUE,"down","temp_21vs15_proth0","","",""
"Mycgr3G65516","ARO1","The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis",448.434229464894,-0.506156280289565,0.137519349339502,1.39107973097915e-05,0.00100252280029691,FALSE,"ns","temp_21vs15_proth0","map00400;map01100;map01110;map01130;map01230","DHQ_synthase;DHquinase_I;EPSP_synthase;SKI;Shikimate_DH;Shikimate_dh_N","1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4"
"Mycgr3G59899","","Ornithine decarboxylase antizyme",3552.27145746996,0.436886219230072,0.11246686204162,1.41361013354106e-05,0.00100896423281493,FALSE,"ns","temp_21vs15_proth0","","ODC_AZ",""
"Mycgr3G77629","GRX5","Belongs to the glutaredoxin family. Monothiol subfamily",1336.39080182779,0.474447816506669,0.126810989360294,1.637727276457e-05,0.00114445649419836,FALSE,"ns","temp_21vs15_proth0","","Glutaredoxin",""
"Mycgr3G93246",NA,NA,352.054935182755,1.36561396734698,0.682814313698024,1.64969479831907e-05,0.00114445649419836,TRUE,"up","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G99625","","Ring hydroxylating alpha subunit (catalytic domain)",1019.19908150725,-1.47144240169487,0.724714203457965,1.634209259107e-05,0.00114445649419836,TRUE,"down","temp_21vs15_proth0","","Rieske;Ring_hydroxyl_A",""
"Mycgr3G108192","ATG27","Autophagy-related protein 27",640.952366226019,0.37709367899204,0.094806096698942,1.66969214208947e-05,0.00114760414543798,FALSE,"ns","temp_21vs15_proth0","map04138","ATG27",""
"Mycgr3G66489","NAG4","Fungal trichothecene efflux pump (TRI12)",2792.29818902816,0.708465438537083,0.275567366616706,1.73649058335956e-05,0.00118256601837413,FALSE,"ns","temp_21vs15_proth0","","MFS_1",""
"Mycgr3G102956","","Superoxide dismutase",3561.17347756526,0.421777112712739,0.1094316976225,1.84781944733497e-05,0.00123924950212541,FALSE,"ns","temp_21vs15_proth0","","Sod_Cu",""
"Mycgr3G103124","CIT1","Belongs to the citrate synthase family",6510.41203061722,0.399157718837682,0.102197435274164,1.85361339704612e-05,0.00123924950212541,FALSE,"ns","temp_21vs15_proth0","map00020;map00630;map01100;map01110;map01120;map01130;map01200;map01210;map01230","Citrate_synt","2.3.3.1"
"Mycgr3G77435","POR1","Eukaryotic porin",6675.80376848055,0.430691829905568,0.112478153112219,1.86980929863999e-05,0.00123924950212541,FALSE,"ns","temp_21vs15_proth0","map04020;map04022;map04216;map04217;map04218;map04621;map04979;map05012;map05016;map05166","Porin_3",""
"Mycgr3G91539","","",572.781807866756,0.592863021753349,0.186060199199308,1.90678493580719e-05,0.00125257208659263,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G107316","","Scaffold protein Nfu/NifU N terminal",664.563935624634,0.395070289668767,0.101571632928852,2.05040275918504e-05,0.00132349040708092,FALSE,"ns","temp_21vs15_proth0","","Nfu_N;NifU",""
"Mycgr3G71623","","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",1186.93494401575,0.568463931562146,0.172433295169427,2.03348976068927e-05,0.00132349040708092,FALSE,"ns","temp_21vs15_proth0","map00040;map00051;map01100;map01120","MR_MLE_C;MR_MLE_N","4.2.1.146;4.2.1.68"
"Mycgr3G100300","","Thioredoxin",607.119761484893,0.497857678721987,0.138412262184698,2.08557295879569e-05,0.00133458690285693,FALSE,"ns","temp_21vs15_proth0","","Thioredoxin_4",""
"Mycgr3G111751","","Domain of unknown function (DUF1708)",301.574302657045,0.627508069609994,0.213803189990818,2.16646566398028e-05,0.00137450210459193,FALSE,"ns","temp_21vs15_proth0","","DUF1708",""
"Mycgr3G44817","","Glutamine amidotransferase class-I",35.348224877237,-0.85846182851189,0.419666822169169,2.26929360884589e-05,0.00142753953037822,FALSE,"ns","temp_21vs15_proth0","","GATase",""
