rxn_id,enz,sub,Temp_C,pred_log10kcat
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",29.0,1.5221315622329712
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",33.0,1.587478518486023
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",37.0,1.6578048467636108
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",41.0,1.7410954236984253
r_0003_No1,Mycgr3G98802,"(R,R)-2,3-butanediol",45.0,1.825623631477356
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,5.0,0.7320462465286255
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,9.0,0.8194825649261475
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,13.0,0.9105217456817627
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,17.0,1.0126023292541504
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,21.0,1.1202787160873413
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,25.0,1.2261826992034912
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,29.0,1.3260433673858643
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,33.0,1.4212939739227295
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,37.0,1.5138447284698486
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,41.0,1.6009855270385742
r_0003_No1_REV,Mycgr3G98802,(R)-acetoin,45.0,1.6954416036605835
r_0004_No1,Mycgr3G67892,ferricytochrome c,5.0,1.5359541177749634
r_0004_No1,Mycgr3G67892,ferricytochrome c,9.0,1.5285464525222778
r_0004_No1,Mycgr3G67892,ferricytochrome c,13.0,1.5203732252120972
r_0004_No1,Mycgr3G67892,ferricytochrome c,17.0,1.5123538970947266
r_0004_No1,Mycgr3G67892,ferricytochrome c,21.0,1.5038410425186157
r_0004_No1,Mycgr3G67892,ferricytochrome c,25.0,1.4954843521118164
r_0004_No1,Mycgr3G67892,ferricytochrome c,29.0,1.4897966384887695
r_0004_No1,Mycgr3G67892,ferricytochrome c,33.0,1.4848281145095825
r_0004_No1,Mycgr3G67892,ferricytochrome c,37.0,1.4813874959945679
r_0004_No1,Mycgr3G67892,ferricytochrome c,41.0,1.4870625734329224
r_0004_No1,Mycgr3G67892,ferricytochrome c,45.0,1.4964128732681274
r_0005_No1,Mycgr3G101655,UDP-D-glucose,5.0,-1.4025242328643799
r_0005_No1,Mycgr3G101655,UDP-D-glucose,9.0,-1.3969416618347168
r_0005_No1,Mycgr3G101655,UDP-D-glucose,13.0,-1.3971184492111206
r_0005_No1,Mycgr3G101655,UDP-D-glucose,17.0,-1.3869619369506836
r_0005_No1,Mycgr3G101655,UDP-D-glucose,21.0,-1.362644076347351
r_0005_No1,Mycgr3G101655,UDP-D-glucose,25.0,-1.310530185699463
r_0005_No1,Mycgr3G101655,UDP-D-glucose,29.0,-1.2516651153564453
r_0005_No1,Mycgr3G101655,UDP-D-glucose,33.0,-1.1797947883605957
r_0005_No1,Mycgr3G101655,UDP-D-glucose,37.0,-1.0866243839263916
r_0005_No1,Mycgr3G101655,UDP-D-glucose,41.0,-0.9859987497329712
r_0005_No1,Mycgr3G101655,UDP-D-glucose,45.0,-0.8697447776794434
r_0006_No1,Mycgr3G48347,UDP-D-glucose,5.0,1.2746118307113647
r_0006_No1,Mycgr3G48347,UDP-D-glucose,9.0,1.2156752347946167
r_0006_No1,Mycgr3G48347,UDP-D-glucose,13.0,1.1632122993469238
r_0006_No1,Mycgr3G48347,UDP-D-glucose,17.0,1.133321762084961
r_0006_No1,Mycgr3G48347,UDP-D-glucose,21.0,1.1061086654663086
r_0006_No1,Mycgr3G48347,UDP-D-glucose,25.0,1.0805845260620117
r_0006_No1,Mycgr3G48347,UDP-D-glucose,29.0,1.0626804828643799
r_0006_No1,Mycgr3G48347,UDP-D-glucose,33.0,1.0572044849395752
r_0006_No1,Mycgr3G48347,UDP-D-glucose,37.0,1.074966549873352
r_0006_No1,Mycgr3G48347,UDP-D-glucose,41.0,1.1000779867172241
r_0006_No1,Mycgr3G48347,UDP-D-glucose,45.0,1.1576271057128906
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,5.0,2.7412326335906982
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,9.0,2.7999000549316406
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,13.0,2.8557114601135254
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,17.0,2.911980152130127
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,21.0,2.9695310592651367
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,25.0,3.0202791690826416
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,29.0,3.070251226425171
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,33.0,3.1204471588134766
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,37.0,3.1861064434051514
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,41.0,3.2731833457946777
r_0007_No1,Mycgr3G46396,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,45.0,3.363069534301758
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,5.0,1.2132283449172974
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,9.0,1.1805566549301147
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,13.0,1.1484858989715576
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,17.0,1.1356803178787231
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,21.0,1.1242702007293701
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,25.0,1.1111557483673096
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,29.0,1.1020010709762573
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,33.0,1.101621389389038
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,37.0,1.122449278831482
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,41.0,1.1419633626937866
r_0012_No1,Mycgr3G67317,1-pyrroline-5-carboxylate,45.0,1.1777135133743286
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",5.0,-1.6527787446975708
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",9.0,-1.6242355108261108
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",13.0,-1.598434329032898
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",17.0,-1.5721375942230225
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",21.0,-1.5452485084533691
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",25.0,-1.515688180923462
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",29.0,-1.48934805393219
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",33.0,-1.4648019075393677
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",37.0,-1.442567229270935
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",41.0,-1.422753095626831
r_0013_No1,Mycgr3G36370,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",45.0,-1.4031850099563599
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",5.0,-3.1973257064819336
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",9.0,-3.124176502227783
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",13.0,-3.053344249725342
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",17.0,-2.983522653579712
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",21.0,-2.914674997329712
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",25.0,-2.8441174030303955
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",29.0,-2.774362802505493
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",33.0,-2.7038767337799072
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",37.0,-2.629986047744751
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",41.0,-2.55340576171875
r_0014_No1,Mycgr3G107981,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",45.0,-2.470729351043701
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",5.0,1.0646207332611084
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",9.0,1.0701818466186523
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",13.0,1.0786454677581787
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",17.0,1.090964436531067
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",21.0,1.1075598001480103
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",25.0,1.1489412784576416
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",29.0,1.2369728088378906
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",33.0,1.3206769227981567
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",37.0,1.402496576309204
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",41.0,1.4871286153793335
r_0015_No1,Mycgr3G32102,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",45.0,1.5718104839324951
r_0016_No1,Mycgr3G84968,2-oxobutanoate,5.0,-0.16748742759227753
r_0016_No1,Mycgr3G84968,2-oxobutanoate,9.0,-0.1800394505262375
r_0016_No1,Mycgr3G84968,2-oxobutanoate,13.0,-0.19245830178260803
r_0016_No1,Mycgr3G84968,2-oxobutanoate,17.0,-0.19477030634880066
r_0016_No1,Mycgr3G84968,2-oxobutanoate,21.0,-0.19716522097587585
r_0016_No1,Mycgr3G84968,2-oxobutanoate,25.0,-0.2175556719303131
r_0016_No1,Mycgr3G84968,2-oxobutanoate,29.0,-0.2132108211517334
r_0016_No1,Mycgr3G84968,2-oxobutanoate,33.0,-0.21014368534088135
r_0016_No1,Mycgr3G84968,2-oxobutanoate,37.0,-0.2205301821231842
r_0016_No1,Mycgr3G84968,2-oxobutanoate,41.0,-0.22557729482650757
r_0016_No1,Mycgr3G84968,2-oxobutanoate,45.0,-0.2244507372379303
r_0016_No2,Mycgr3G84968,2-oxobutanoate,5.0,-0.20812168717384338
r_0016_No2,Mycgr3G84968,2-oxobutanoate,9.0,-0.1800394505262375
r_0016_No2,Mycgr3G84968,2-oxobutanoate,13.0,-0.19245830178260803
r_0016_No2,Mycgr3G84968,2-oxobutanoate,17.0,-0.19477030634880066
r_0016_No2,Mycgr3G84968,2-oxobutanoate,21.0,-0.19716522097587585
r_0016_No2,Mycgr3G84968,2-oxobutanoate,25.0,-0.19690105319023132
r_0016_No2,Mycgr3G84968,2-oxobutanoate,29.0,-0.20039311051368713
r_0016_No2,Mycgr3G84968,2-oxobutanoate,33.0,-0.20585927367210388
r_0016_No2,Mycgr3G84968,2-oxobutanoate,37.0,-0.20870953798294067
r_0016_No2,Mycgr3G84968,2-oxobutanoate,41.0,-0.21106413006782532
r_0016_No2,Mycgr3G84968,2-oxobutanoate,45.0,-0.2108045220375061
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",5.0,-2.052166700363159
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",9.0,-1.9519835710525513
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",13.0,-1.851241111755371
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",17.0,-1.7587465047836304
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",21.0,-1.6675260066986084
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",25.0,-1.5743162631988525
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",29.0,-1.4697333574295044
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",33.0,-1.3437161445617676
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",37.0,-1.1991897821426392
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",41.0,-1.0480059385299683
r_0017_No1,Mycgr3G41254,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",45.0,-0.8806982040405273
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,5.0,-0.3346347212791443
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,9.0,-0.3188260495662689
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,13.0,-0.3042876124382019
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,17.0,-0.28781741857528687
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,21.0,-0.26520079374313354
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,25.0,-0.23784327507019043
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,29.0,-0.21048858761787415
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,33.0,-0.18118317425251007
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,37.0,-0.15187028050422668
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,41.0,-0.12345550954341888
r_0018_No1,Mycgr3G68091,2-oxoadipic acid,45.0,-0.08871540427207947
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,5.0,-0.23675033450126648
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,9.0,-0.250017374753952
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,13.0,-0.26343396306037903
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,17.0,-0.2774598002433777
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,21.0,-0.30542510747909546
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,25.0,-0.33923792839050293
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,29.0,-0.37754490971565247
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,33.0,-0.4174872636795044
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,37.0,-0.4523566663265228
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,41.0,-0.46703967452049255
r_0018_No1_REV,Mycgr3G68091,L-2-aminoadipate,45.0,-0.47886213660240173
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,5.0,-1.4894825220108032
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,9.0,-1.4432721138000488
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,13.0,-1.3991055488586426
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,17.0,-1.357667326927185
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,21.0,-1.317941665649414
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,25.0,-1.2849279642105103
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,29.0,-1.2537933588027954
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,33.0,-1.2313042879104614
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,37.0,-1.1983180046081543
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,41.0,-1.153752326965332
r_0018_No2,Mycgr3G100367,2-oxoadipic acid,45.0,-1.0971355438232422
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,5.0,-3.251116991043091
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,9.0,-3.1973211765289307
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,13.0,-3.15435791015625
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,17.0,-3.1135809421539307
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,21.0,-3.070706605911255
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,25.0,-3.0254015922546387
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,29.0,-2.9771711826324463
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,33.0,-2.923276901245117
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,37.0,-2.8626534938812256
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,41.0,-2.7967982292175293
r_0018_No2_REV,Mycgr3G100367,L-2-aminoadipate,45.0,-2.7280826568603516
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,5.0,-1.6028897762298584
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,9.0,-1.5535200834274292
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,13.0,-1.5031625032424927
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,17.0,-1.4507066011428833
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,21.0,-1.403403639793396
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,25.0,-1.360332727432251
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,29.0,-1.3183701038360596
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,33.0,-1.252760648727417
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,37.0,-1.182523250579834
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,41.0,-1.1035749912261963
r_0018_No3,Mycgr3G109456,2-oxoadipic acid,45.0,-1.0223798751831055
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,5.0,-1.9427326917648315
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,9.0,-1.9110888242721558
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,13.0,-1.879846215248108
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,17.0,-1.8683645725250244
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,21.0,-1.8605139255523682
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,25.0,-1.8537476062774658
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,29.0,-1.8538058996200562
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,33.0,-1.8458935022354126
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,37.0,-1.829925775527954
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,41.0,-1.7922500371932983
r_0018_No3_REV,Mycgr3G109456,L-2-aminoadipate,45.0,-1.7523444890975952
r_0019_No1,Mycgr3G106471,2-dehydropantoate,5.0,1.0768221616744995
r_0019_No1,Mycgr3G106471,2-dehydropantoate,9.0,1.0865752696990967
r_0019_No1,Mycgr3G106471,2-dehydropantoate,13.0,1.093119502067566
r_0019_No1,Mycgr3G106471,2-dehydropantoate,17.0,1.0983220338821411
r_0019_No1,Mycgr3G106471,2-dehydropantoate,21.0,1.1052273511886597
r_0019_No1,Mycgr3G106471,2-dehydropantoate,25.0,1.1056420803070068
r_0019_No1,Mycgr3G106471,2-dehydropantoate,29.0,1.0993763208389282
r_0019_No1,Mycgr3G106471,2-dehydropantoate,33.0,1.0936988592147827
r_0019_No1,Mycgr3G106471,2-dehydropantoate,37.0,1.0943684577941895
r_0019_No1,Mycgr3G106471,2-dehydropantoate,41.0,1.1007530689239502
r_0019_No1,Mycgr3G106471,2-dehydropantoate,45.0,1.1093636751174927
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,5.0,-0.885697603225708
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,9.0,-0.8501198291778564
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,13.0,-0.8182214498519897
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,17.0,-0.787921667098999
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,21.0,-0.7596683502197266
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,25.0,-0.7384152412414551
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,29.0,-0.7242887020111084
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,33.0,-0.712544322013855
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,37.0,-0.7003017663955688
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,41.0,-0.6650644540786743
r_0020_No1,Mycgr3G73683,D-erythrose 4-phosphate,45.0,-0.5954867601394653
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,5.0,-0.9355607032775879
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,9.0,-0.8842899799346924
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,13.0,-0.8302627801895142
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,17.0,-0.777442455291748
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,21.0,-0.72297203540802
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,25.0,-0.6534370183944702
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,29.0,-0.5785162448883057
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,33.0,-0.4851902425289154
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,37.0,-0.37042367458343506
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,41.0,-0.2543722689151764
r_0020_No2,Mycgr3G99130,D-erythrose 4-phosphate,45.0,-0.1099621057510376
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",5.0,0.6852049827575684
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",9.0,0.6620197296142578
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",13.0,0.632636547088623
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",17.0,0.5963289737701416
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",21.0,0.5563937425613403
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",25.0,0.5179188251495361
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",29.0,0.4810687303543091
r_0021_No1,Mycgr3G102191,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",33.0,0.4390735626220703
