go_id,go_name,go_namespace
GO:0004568,chitinase activity,molecular_function
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",molecular_function
GO:0004573,Glc3Man9GlcNAc2 oligosaccharide glucosidase activity,molecular_function
GO:0004575,sucrose alpha-glucosidase activity,molecular_function
GO:0004576,oligosaccharyl transferase activity,molecular_function
GO:0004577,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity,molecular_function
GO:0004578,chitobiosyldiphosphodolichol beta-mannosyltransferase activity,molecular_function
GO:0004579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,molecular_function
GO:0004581,dolichyl-phosphate beta-glucosyltransferase activity,molecular_function
GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,molecular_function
GO:0004585,ornithine carbamoyltransferase activity,molecular_function
GO:0004586,ornithine decarboxylase activity,molecular_function
GO:0004587,ornithine aminotransferase activity,molecular_function
GO:0004588,orotate phosphoribosyltransferase activity,molecular_function
GO:0004590,orotidine-5'-phosphate decarboxylase activity,molecular_function
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,molecular_function
GO:0004592,pantoate-beta-alanine ligase activity,molecular_function
GO:0004594,pantothenate kinase activity,molecular_function
GO:0004596,protein-N-terminal amino-acid acetyltransferase activity,molecular_function
GO:0004601,peroxidase activity,molecular_function
GO:0004602,glutathione peroxidase activity,molecular_function
GO:0004605,phosphatidate cytidylyltransferase activity,molecular_function
GO:0004608,phosphatidylethanolamine N-methyltransferase activity,molecular_function
GO:0004609,phosphatidylserine decarboxylase activity,molecular_function
GO:0004610,phosphoacetylglucosamine mutase activity,molecular_function
GO:0004611,phosphoenolpyruvate carboxykinase activity,molecular_function
GO:0004612,phosphoenolpyruvate carboxykinase (ATP) activity,molecular_function
GO:0004614,phosphoglucomutase activity,molecular_function
GO:0004615,phosphomannomutase activity,molecular_function
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,molecular_function
GO:0004617,phosphoglycerate dehydrogenase activity,molecular_function
GO:0004618,phosphoglycerate kinase activity,molecular_function
GO:0004619,phosphoglycerate mutase activity,molecular_function
GO:0004620,phospholipase activity,molecular_function
GO:0004622,phosphatidylcholine lysophospholipase activity,molecular_function
GO:0004623,phospholipase A2 activity,molecular_function
GO:0004630,phospholipase D activity,molecular_function
GO:0004631,phosphomevalonate kinase activity,molecular_function
GO:0004632,phosphopantothenate--cysteine ligase activity,molecular_function
GO:0004633,phosphopantothenoylcysteine decarboxylase activity,molecular_function
GO:0004634,phosphopyruvate hydratase activity,molecular_function
GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,molecular_function
GO:0004636,phosphoribosyl-ATP diphosphatase activity,molecular_function
GO:0004637,phosphoribosylamine-glycine ligase activity,molecular_function
GO:0004638,phosphoribosylaminoimidazole carboxylase activity,molecular_function
GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,molecular_function
GO:0004640,phosphoribosylanthranilate isomerase activity,molecular_function
GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,molecular_function
GO:0004642,phosphoribosylformylglycinamidine synthase activity,molecular_function
GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,molecular_function
GO:0004644,phosphoribosylglycinamide formyltransferase activity,molecular_function
GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,molecular_function
GO:0004650,polygalacturonase activity,molecular_function
GO:0004651,polynucleotide 5'-phosphatase activity,molecular_function
GO:0004654,polyribonucleotide nucleotidyltransferase activity,molecular_function
GO:0004655,porphobilinogen synthase activity,molecular_function
GO:0004656,procollagen-proline 4-dioxygenase activity,molecular_function
GO:0004657,proline dehydrogenase activity,molecular_function
GO:0004659,prenyltransferase activity,molecular_function
GO:0004660,protein farnesyltransferase activity,molecular_function
GO:0004661,protein geranylgeranyltransferase activity,molecular_function
GO:0004662,CAAX-protein geranylgeranyltransferase activity,molecular_function
GO:0004663,Rab geranylgeranyltransferase activity,molecular_function
GO:0004664,prephenate dehydratase activity,molecular_function
GO:0004665,prephenate dehydrogenase (NADP+) activity,molecular_function
GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,molecular_function
GO:0004672,protein kinase activity,molecular_function
GO:0004673,protein histidine kinase activity,molecular_function
GO:0004674,protein serine/threonine kinase activity,molecular_function
GO:0004683,calcium/calmodulin-dependent protein kinase activity,molecular_function
GO:0004691,cAMP-dependent protein kinase activity,molecular_function
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,molecular_function
GO:0004694,eukaryotic translation initiation factor 2alpha kinase activity,molecular_function
GO:0004697,diacylglycerol-dependent serine/threonine kinase activity,molecular_function
GO:0004703,G protein-coupled receptor kinase activity,molecular_function
GO:0004707,MAP kinase activity,molecular_function
GO:0004708,MAP kinase kinase activity,molecular_function
GO:0004709,MAP kinase kinase kinase activity,molecular_function
GO:0004712,protein serine/threonine/tyrosine kinase activity,molecular_function
GO:0004713,protein tyrosine kinase activity,molecular_function
GO:0004719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,molecular_function
GO:0004721,phosphoprotein phosphatase activity,molecular_function
GO:0004722,protein serine/threonine phosphatase activity,molecular_function
GO:0004723,calcium-dependent protein serine/threonine phosphatase activity,molecular_function
GO:0004725,protein tyrosine phosphatase activity,molecular_function
GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,molecular_function
GO:0004730,pseudouridylate synthase activity,molecular_function
GO:0004731,purine-nucleoside phosphorylase activity,molecular_function
GO:0004733,pyridoxamine phosphate oxidase activity,molecular_function
GO:0004735,pyrroline-5-carboxylate reductase activity,molecular_function
GO:0004736,pyruvate carboxylase activity,molecular_function
GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,molecular_function
GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,molecular_function
GO:0004741,[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity,molecular_function
GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity,molecular_function
GO:0004743,pyruvate kinase activity,molecular_function
GO:0004746,riboflavin synthase activity,molecular_function
GO:0004747,ribokinase activity,molecular_function
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",molecular_function
GO:0004749,ribose phosphate diphosphokinase activity,molecular_function
GO:0004750,D-ribulose-phosphate 3-epimerase activity,molecular_function
GO:0004751,ribose-5-phosphate isomerase activity,molecular_function
GO:0004753,saccharopine dehydrogenase activity,molecular_function
GO:0004754,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity",molecular_function
GO:0004758,serine C-palmitoyltransferase activity,molecular_function
GO:0004760,L-serine-pyruvate transaminase activity,molecular_function
GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,molecular_function
GO:0004765,shikimate kinase activity,molecular_function
GO:0004766,spermidine synthase activity,molecular_function
GO:0004767,sphingomyelin phosphodiesterase activity,molecular_function
GO:0004768,stearoyl-CoA 9-desaturase activity,molecular_function
GO:0004771,sterol ester esterase activity,molecular_function
GO:0004775,succinate-CoA ligase (ADP-forming) activity,molecular_function
GO:0004776,succinate-CoA ligase (GDP-forming) activity,molecular_function
GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,molecular_function
GO:0004784,superoxide dismutase activity,molecular_function
GO:0004788,thiamine diphosphokinase activity,molecular_function
GO:0004789,thiamine-phosphate diphosphorylase activity,molecular_function
GO:0004791,thioredoxin-disulfide reductase (NADPH) activity,molecular_function
GO:0004792,thiosulfate-cyanide sulfurtransferase activity,molecular_function
GO:0004794,threonine deaminase activity,molecular_function
GO:0004795,threonine synthase activity,molecular_function
GO:0004798,dTMP kinase activity,molecular_function
GO:0004799,thymidylate synthase activity,molecular_function
GO:0004801,transaldolase activity,molecular_function
GO:0004805,trehalose-phosphatase activity,molecular_function
GO:0004806,triacylglycerol lipase activity,molecular_function
GO:0004807,triose-phosphate isomerase activity,molecular_function
GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
GO:0004813,alanine-tRNA ligase activity,molecular_function
GO:0004814,arginine-tRNA ligase activity,molecular_function
GO:0004815,aspartate-tRNA ligase activity,molecular_function
GO:0004816,asparagine-tRNA ligase activity,molecular_function
GO:0004817,cysteine-tRNA ligase activity,molecular_function
GO:0004818,glutamate-tRNA ligase activity,molecular_function
GO:0004819,glutamine-tRNA ligase activity,molecular_function
GO:0004820,glycine-tRNA ligase activity,molecular_function
GO:0004821,histidine-tRNA ligase activity,molecular_function
GO:0004822,isoleucine-tRNA ligase activity,molecular_function
GO:0004823,leucine-tRNA ligase activity,molecular_function
GO:0004824,lysine-tRNA ligase activity,molecular_function
GO:0004825,methionine-tRNA ligase activity,molecular_function
GO:0004826,phenylalanine-tRNA ligase activity,molecular_function
GO:0004827,proline-tRNA ligase activity,molecular_function
GO:0004828,serine-tRNA ligase activity,molecular_function
GO:0004829,threonine-tRNA ligase activity,molecular_function
GO:0004830,tryptophan-tRNA ligase activity,molecular_function
GO:0004831,tyrosine-tRNA ligase activity,molecular_function
GO:0004832,valine-tRNA ligase activity,molecular_function
GO:0004834,tryptophan synthase activity,molecular_function
GO:0004839,ubiquitin activating enzyme activity,molecular_function
GO:0004842,ubiquitin-protein transferase activity,molecular_function
GO:0004843,cysteine-type deubiquitinase activity,molecular_function
GO:0004844,uracil DNA N-glycosylase activity,molecular_function
GO:0004845,uracil phosphoribosyltransferase activity,molecular_function
GO:0004846,urate oxidase activity,molecular_function
GO:0004848,ureidoglycolate hydrolase activity,molecular_function
GO:0004850,uridine phosphorylase activity,molecular_function
GO:0004852,uroporphyrinogen-III synthase activity,molecular_function
GO:0004853,uroporphyrinogen decarboxylase activity,molecular_function
GO:0004856,D-xylulokinase activity,molecular_function
GO:0004860,protein kinase inhibitor activity,molecular_function
GO:0004862,cAMP-dependent protein kinase inhibitor activity,molecular_function
GO:0004864,protein phosphatase inhibitor activity,molecular_function
GO:0004865,protein serine/threonine phosphatase inhibitor activity,molecular_function
GO:0004866,endopeptidase inhibitor activity,molecular_function
GO:0004888,transmembrane signaling receptor activity,molecular_function
GO:0004930,G protein-coupled receptor activity,molecular_function
GO:0004932,mating-type factor pheromone receptor activity,molecular_function
GO:0005034,osmosensor activity,molecular_function
GO:0005047,signal recognition particle binding,molecular_function
GO:0005048,signal sequence binding,molecular_function
GO:0005049,nuclear export signal receptor activity,molecular_function
GO:0005052,peroxisome matrix targeting signal-1 binding,molecular_function
GO:0005053,peroxisome matrix targeting signal-2 binding,molecular_function
GO:0005078,MAP-kinase scaffold activity,molecular_function
GO:0005080,protein kinase C binding,molecular_function
GO:0005085,guanyl-nucleotide exchange factor activity,molecular_function
GO:0005092,GDP-dissociation inhibitor activity,molecular_function
GO:0005093,Rab GDP-dissociation inhibitor activity,molecular_function
GO:0005094,Rho GDP-dissociation inhibitor activity,molecular_function
GO:0005096,GTPase activator activity,molecular_function
GO:0005102,signaling receptor binding,molecular_function
GO:0005198,structural molecule activity,molecular_function
GO:0005200,structural constituent of cytoskeleton,molecular_function
GO:0005215,transporter activity,molecular_function
GO:0005216,monoatomic ion channel activity,molecular_function
GO:0005227,calcium-activated cation channel activity,molecular_function
GO:0005247,voltage-gated chloride channel activity,molecular_function
GO:0005254,chloride channel activity,molecular_function
GO:0005262,calcium channel activity,molecular_function
GO:0005267,potassium channel activity,molecular_function
GO:0005290,L-histidine transmembrane transporter activity,molecular_function
GO:0005302,L-tyrosine transmembrane transporter activity,molecular_function
GO:0005310,dicarboxylic acid transmembrane transporter activity,molecular_function
GO:0005313,L-glutamate transmembrane transporter activity,molecular_function
GO:0005315,phosphate transmembrane transporter activity,molecular_function
GO:0005324,long-chain fatty acid transmembrane transporter activity,molecular_function
GO:0005337,nucleoside transmembrane transporter activity,molecular_function
GO:0005347,ATP transmembrane transporter activity,molecular_function
GO:0005351,carbohydrate:proton symporter activity,molecular_function
GO:0005371,tricarboxylate secondary active transmembrane transporter activity,molecular_function
GO:0005375,copper ion transmembrane transporter activity,molecular_function
GO:0005381,iron ion transmembrane transporter activity,molecular_function
GO:0005384,manganese ion transmembrane transporter activity,molecular_function
GO:0005385,zinc ion transmembrane transporter activity,molecular_function
GO:0005388,P-type calcium transporter activity,molecular_function
GO:0005391,P-type sodium:potassium-exchanging transporter activity,molecular_function
GO:0005452,solute:inorganic anion antiporter activity,molecular_function
GO:0005457,GDP-fucose transmembrane transporter activity,molecular_function
GO:0005458,GDP-mannose transmembrane transporter activity,molecular_function
GO:0005459,UDP-galactose transmembrane transporter activity,molecular_function
GO:0005460,UDP-glucose transmembrane transporter activity,molecular_function
GO:0005469,succinate:fumarate antiporter activity,molecular_function
GO:0005471,ATP:ADP antiporter activity,molecular_function
GO:0005483,soluble NSF attachment protein activity,molecular_function
GO:0005484,SNAP receptor activity,molecular_function
GO:0005504,fatty acid binding,molecular_function
GO:0005506,iron ion binding,molecular_function
GO:0005507,copper ion binding,molecular_function
GO:0005509,calcium ion binding,molecular_function
GO:0005515,protein binding,molecular_function
GO:0005516,calmodulin binding,molecular_function
GO:0005519,cytoskeletal regulatory protein binding,molecular_function
GO:0005524,ATP binding,molecular_function
GO:0005525,GTP binding,molecular_function
GO:0005536,D-glucose binding,molecular_function
GO:0005537,D-mannose binding,molecular_function
GO:0005540,hyaluronic acid binding,molecular_function
GO:0005543,phospholipid binding,molecular_function
GO:0005545,1-phosphatidylinositol binding,molecular_function
GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",molecular_function
GO:0005576,extracellular region,cellular_component
GO:0005615,extracellular space,cellular_component
GO:0005618,cell wall,cellular_component
GO:0005619,ascospore wall,cellular_component
GO:0005621,cellular bud scar,cellular_component
GO:0005628,prospore membrane,cellular_component
GO:0005634,nucleus,cellular_component
GO:0005635,nuclear envelope,cellular_component
GO:0005637,nuclear inner membrane,cellular_component
GO:0005643,nuclear pore,cellular_component
GO:0005654,nucleoplasm,cellular_component
GO:0005655,nucleolar ribonuclease P complex,cellular_component
GO:0005656,nuclear pre-replicative complex,cellular_component
GO:0005657,replication fork,cellular_component
GO:0005658,alpha DNA polymerase:primase complex,cellular_component
GO:0005662,DNA replication factor A complex,cellular_component
GO:0005663,DNA replication factor C complex,cellular_component
GO:0005664,nuclear origin of replication recognition complex,cellular_component
GO:0005665,"RNA polymerase II, core complex",cellular_component
GO:0005666,RNA polymerase III complex,cellular_component
GO:0005667,transcription regulator complex,cellular_component
GO:0005669,transcription factor TFIID complex,cellular_component
GO:0005672,transcription factor TFIIA complex,cellular_component
GO:0005673,transcription factor TFIIE complex,cellular_component
GO:0005674,transcription factor TFIIF complex,cellular_component
GO:0005675,transcription factor TFIIH holo complex,cellular_component
GO:0005680,anaphase-promoting complex,cellular_component
GO:0005681,spliceosomal complex,cellular_component
GO:0005682,U5 snRNP,cellular_component
GO:0005684,U2-type spliceosomal complex,cellular_component
GO:0005685,U1 snRNP,cellular_component
GO:0005686,U2 snRNP,cellular_component
GO:0005687,U4 snRNP,cellular_component
GO:0005688,U6 snRNP,cellular_component
GO:0005689,U12-type spliceosomal complex,cellular_component
GO:0005694,chromosome,cellular_component
GO:0005697,telomerase holoenzyme complex,cellular_component
GO:0005721,pericentric heterochromatin,cellular_component
GO:0005730,nucleolus,cellular_component
GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,cellular_component
GO:0005736,RNA polymerase I complex,cellular_component
GO:0005737,cytoplasm,cellular_component
GO:0005739,mitochondrion,cellular_component
GO:0005740,mitochondrial envelope,cellular_component
GO:0005741,mitochondrial outer membrane,cellular_component
GO:0005742,mitochondrial outer membrane translocase complex,cellular_component
GO:0005743,mitochondrial inner membrane,cellular_component
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,cellular_component
GO:0005745,m-AAA complex,cellular_component
GO:0005747,obsolete mitochondrial respiratory chain complex I,cellular_component
GO:0005750,obsolete mitochondrial respiratory chain complex III,cellular_component
GO:0005751,obsolete mitochondrial respiratory chain complex IV,cellular_component
GO:0005754,"obsolete mitochondrial proton-transporting ATP synthase, catalytic core",cellular_component
GO:0005756,"obsolete mitochondrial proton-transporting ATP synthase, central stalk",cellular_component
GO:0005758,mitochondrial intermembrane space,cellular_component
GO:0005759,mitochondrial matrix,cellular_component
GO:0005760,gamma DNA polymerase complex,cellular_component
GO:0005761,mitochondrial ribosome,cellular_component
GO:0005762,mitochondrial large ribosomal subunit,cellular_component
GO:0005763,mitochondrial small ribosomal subunit,cellular_component
GO:0005768,endosome,cellular_component
GO:0005769,early endosome,cellular_component
GO:0005770,late endosome,cellular_component
GO:0005771,multivesicular body,cellular_component
GO:0005773,vacuole,cellular_component
GO:0005774,vacuolar membrane,cellular_component
GO:0005775,vacuolar lumen,cellular_component
GO:0005776,autophagosome,cellular_component
GO:0005777,peroxisome,cellular_component
GO:0005778,peroxisomal membrane,cellular_component
GO:0005782,peroxisomal matrix,cellular_component
GO:0005783,endoplasmic reticulum,cellular_component
GO:0005784,Sec61 translocon complex,cellular_component
GO:0005785,signal recognition particle receptor complex,cellular_component
GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",cellular_component
GO:0005787,signal peptidase complex,cellular_component
GO:0005788,endoplasmic reticulum lumen,cellular_component
GO:0005789,endoplasmic reticulum membrane,cellular_component
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,cellular_component
GO:0005794,Golgi apparatus,cellular_component
GO:0005795,Golgi stack,cellular_component
GO:0005796,Golgi lumen,cellular_component
GO:0005797,Golgi medial cisterna,cellular_component
GO:0005801,cis-Golgi network,cellular_component
GO:0005802,trans-Golgi network,cellular_component
GO:0005811,lipid droplet,cellular_component
GO:0005814,centriole,cellular_component
GO:0005815,microtubule organizing center,cellular_component
GO:0005816,spindle pole body,cellular_component
GO:0005819,spindle,cellular_component
GO:0005826,actomyosin contractile ring,cellular_component
GO:0005829,cytosol,cellular_component
GO:0005832,chaperonin-containing T-complex,cellular_component
GO:0005834,heterotrimeric G-protein complex,cellular_component
GO:0005835,fatty acid synthase complex,cellular_component
GO:0005838,proteasome regulatory particle,cellular_component
GO:0005839,proteasome core complex,cellular_component
GO:0005840,ribosome,cellular_component
GO:0005846,nuclear cap binding complex,cellular_component
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,cellular_component
GO:0005849,mRNA cleavage factor complex,cellular_component
GO:0005850,eukaryotic translation initiation factor 2 complex,cellular_component
GO:0005851,eukaryotic translation initiation factor 2B complex,cellular_component
GO:0005852,eukaryotic translation initiation factor 3 complex,cellular_component
GO:0005853,eukaryotic translation elongation factor 1 complex,cellular_component
GO:0005854,nascent polypeptide-associated complex,cellular_component
GO:0005856,cytoskeleton,cellular_component
GO:0005858,axonemal dynein complex,cellular_component
GO:0005868,cytoplasmic dynein complex,cellular_component
GO:0005869,dynactin complex,cellular_component
GO:0005871,kinesin complex,cellular_component
GO:0005874,microtubule,cellular_component
GO:0005875,microtubule associated complex,cellular_component
GO:0005876,spindle microtubule,cellular_component
GO:0005881,cytoplasmic microtubule,cellular_component
GO:0005884,actin filament,cellular_component
GO:0005885,Arp2/3 protein complex,cellular_component
GO:0005886,plasma membrane,cellular_component
GO:0005891,voltage-gated calcium channel complex,cellular_component
GO:0005905,clathrin-coated pit,cellular_component
GO:0005929,cilium,cellular_component
GO:0005933,cellular bud,cellular_component
GO:0005934,cellular bud tip,cellular_component
GO:0005935,cellular bud neck,cellular_component
GO:0005937,mating projection,cellular_component
GO:0005938,cell cortex,cellular_component
GO:0005940,septin ring,cellular_component
GO:0005945,6-phosphofructokinase complex,cellular_component
GO:0005946,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",cellular_component
GO:0005948,acetolactate synthase complex,cellular_component
GO:0005950,anthranilate synthase complex,cellular_component
GO:0005951,carbamoyl-phosphate synthase complex,cellular_component
GO:0005952,cAMP-dependent protein kinase complex,cellular_component
GO:0005953,CAAX-protein geranylgeranyltransferase complex,cellular_component
GO:0005955,calcineurin complex,cellular_component
GO:0005956,protein kinase CK2 complex,cellular_component
GO:0005960,glycine cleavage complex,cellular_component
GO:0005965,protein farnesyltransferase complex,cellular_component
GO:0005971,ribonucleoside-diphosphate reductase complex,cellular_component
GO:0005975,carbohydrate metabolic process,biological_process
GO:0005976,polysaccharide metabolic process,biological_process
GO:0005977,glycogen metabolic process,biological_process
GO:0005978,glycogen biosynthetic process,biological_process
GO:0005979,regulation of glycogen biosynthetic process,biological_process
GO:0005980,glycogen catabolic process,biological_process
GO:0005986,sucrose biosynthetic process,biological_process
GO:0005987,sucrose catabolic process,biological_process
GO:0005991,trehalose metabolic process,biological_process
GO:0005992,trehalose biosynthetic process,biological_process
GO:0005993,trehalose catabolic process,biological_process
GO:0005995,melibiose catabolic process,biological_process
GO:0005996,monosaccharide metabolic process,biological_process
GO:0005997,xylulose metabolic process,biological_process
GO:0006000,fructose metabolic process,biological_process
GO:0006002,fructose 6-phosphate metabolic process,biological_process
GO:0006003,"fructose 2,6-bisphosphate metabolic process",biological_process
GO:0006006,glucose metabolic process,biological_process
GO:0006011,UDP-alpha-D-glucose metabolic process,biological_process
GO:0006012,galactose metabolic process,biological_process
GO:0006013,mannose metabolic process,biological_process
GO:0006014,D-ribose metabolic process,biological_process
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,biological_process
GO:0006020,inositol metabolic process,biological_process
GO:0006021,inositol biosynthetic process,biological_process
GO:0006024,glycosaminoglycan biosynthetic process,biological_process
GO:0006031,chitin biosynthetic process,biological_process
GO:0006032,chitin catabolic process,biological_process
GO:0006038,obsolete cell wall chitin biosynthetic process,biological_process
GO:0006044,N-acetylglucosamine metabolic process,biological_process
GO:0006047,UDP-N-acetylglucosamine metabolic process,biological_process
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,biological_process
GO:0006062,sorbitol catabolic process,biological_process
GO:0006065,UDP-glucuronate biosynthetic process,biological_process
GO:0006066,alcohol metabolic process,biological_process
GO:0006071,glycerol metabolic process,biological_process
GO:0006072,glycerol-3-phosphate metabolic process,biological_process
GO:0006075,(1->3)-beta-D-glucan biosynthetic process,biological_process
GO:0006078,(1->6)-beta-D-glucan biosynthetic process,biological_process
GO:0006080,substituted mannan metabolic process,biological_process
GO:0006081,aldehyde metabolic process,biological_process
GO:0006084,acetyl-CoA metabolic process,biological_process
GO:0006085,acetyl-CoA biosynthetic process,biological_process
GO:0006086,pyruvate decarboxylation to acetyl-CoA,biological_process
GO:0006089,lactate metabolic process,biological_process
GO:0006090,pyruvate metabolic process,biological_process
GO:0006094,gluconeogenesis,biological_process
GO:0006096,glycolytic process,biological_process
GO:0006097,glyoxylate cycle,biological_process
GO:0006098,pentose-phosphate shunt,biological_process
GO:0006099,tricarboxylic acid cycle,biological_process
GO:0006101,citrate metabolic process,biological_process
GO:0006102,isocitrate metabolic process,biological_process
GO:0006103,2-oxoglutarate metabolic process,biological_process
GO:0006104,succinyl-CoA metabolic process,biological_process
GO:0006105,succinate metabolic process,biological_process
GO:0006106,fumarate metabolic process,biological_process
GO:0006107,oxaloacetate metabolic process,biological_process
GO:0006108,malate metabolic process,biological_process
GO:0006113,fermentation,biological_process
GO:0006116,obsolete NADH oxidation,biological_process
GO:0006119,oxidative phosphorylation,biological_process
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",biological_process
GO:0006121,"mitochondrial electron transport, succinate to ubiquinone",biological_process
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",biological_process
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",biological_process
GO:0006139,nucleobase-containing compound metabolic process,biological_process
GO:0006144,purine nucleobase metabolic process,biological_process
GO:0006145,purine nucleobase catabolic process,biological_process
GO:0006147,guanine catabolic process,biological_process
GO:0006148,inosine catabolic process,biological_process
GO:0006154,adenosine catabolic process,biological_process
GO:0006163,purine nucleotide metabolic process,biological_process
GO:0006164,purine nucleotide biosynthetic process,biological_process
GO:0006166,purine ribonucleoside salvage,biological_process
GO:0006168,adenine salvage,biological_process
GO:0006171,cAMP biosynthetic process,biological_process
GO:0006172,ADP biosynthetic process,biological_process
GO:0006177,GMP biosynthetic process,biological_process
GO:0006178,guanine salvage,biological_process
GO:0006183,GTP biosynthetic process,biological_process
GO:0006188,IMP biosynthetic process,biological_process
GO:0006189,'de novo' IMP biosynthetic process,biological_process
GO:0006203,dGTP catabolic process,biological_process
GO:0006206,pyrimidine nucleobase metabolic process,biological_process
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,biological_process
GO:0006210,thymine catabolic process,biological_process
GO:0006218,uridine catabolic process,biological_process
GO:0006221,pyrimidine nucleotide biosynthetic process,biological_process
GO:0006222,UMP biosynthetic process,biological_process
GO:0006226,dUMP biosynthetic process,biological_process
GO:0006227,dUDP biosynthetic process,biological_process
GO:0006228,UTP biosynthetic process,biological_process
GO:0006231,dTMP biosynthetic process,biological_process
GO:0006233,dTDP biosynthetic process,biological_process
GO:0006235,dTTP biosynthetic process,biological_process
GO:0006240,dCDP biosynthetic process,biological_process
GO:0006241,CTP biosynthetic process,biological_process
GO:0006256,UDP catabolic process,biological_process
GO:0006259,DNA metabolic process,biological_process
GO:0006260,DNA replication,biological_process
GO:0006261,DNA-templated DNA replication,biological_process
GO:0006264,mitochondrial DNA replication,biological_process
GO:0006265,DNA topological change,biological_process
GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication,biological_process
GO:0006268,obsolete DNA unwinding involved in DNA replication,biological_process
GO:0006269,"DNA replication, synthesis of primer",biological_process
GO:0006270,DNA replication initiation,biological_process
GO:0006271,DNA strand elongation involved in DNA replication,biological_process
GO:0006272,leading strand elongation,biological_process
GO:0006273,lagging strand elongation,biological_process
GO:0006274,DNA replication termination,biological_process
GO:0006275,regulation of DNA replication,biological_process
GO:0006278,RNA-templated DNA biosynthetic process,biological_process
GO:0006279,premeiotic DNA replication,biological_process
GO:0006281,DNA repair,biological_process
GO:0006282,regulation of DNA repair,biological_process
GO:0006283,transcription-coupled nucleotide-excision repair,biological_process
GO:0006284,base-excision repair,biological_process
GO:0006285,"base-excision repair, AP site formation",biological_process
GO:0006287,"base-excision repair, gap-filling",biological_process
GO:0006289,nucleotide-excision repair,biological_process
GO:0006294,"nucleotide-excision repair, preincision complex assembly",biological_process
GO:0006297,"nucleotide-excision repair, DNA gap filling",biological_process
GO:0006298,mismatch repair,biological_process
GO:0006301,postreplication repair,biological_process
GO:0006302,double-strand break repair,biological_process
GO:0006303,double-strand break repair via nonhomologous end joining,biological_process
GO:0006307,DNA alkylation repair,biological_process
GO:0006308,DNA catabolic process,biological_process
GO:0006309,apoptotic DNA fragmentation,biological_process
GO:0006310,DNA recombination,biological_process
GO:0006311,meiotic gene conversion,biological_process
GO:0006312,mitotic recombination,biological_process
GO:0006325,chromatin organization,biological_process
GO:0006334,nucleosome assembly,biological_process
GO:0006335,DNA replication-dependent chromatin assembly,biological_process
GO:0006337,nucleosome disassembly,biological_process
GO:0006338,chromatin remodeling,biological_process
GO:0006351,DNA-templated transcription,biological_process
GO:0006352,DNA-templated transcription initiation,biological_process
GO:0006353,DNA-templated transcription termination,biological_process
GO:0006354,DNA-templated transcription elongation,biological_process
GO:0006355,regulation of DNA-templated transcription,biological_process
GO:0006356,regulation of transcription by RNA polymerase I,biological_process
GO:0006357,regulation of transcription by RNA polymerase II,biological_process
GO:0006359,regulation of transcription by RNA polymerase III,biological_process
GO:0006360,transcription by RNA polymerase I,biological_process
GO:0006361,transcription initiation at RNA polymerase I promoter,biological_process
GO:0006362,transcription elongation by RNA polymerase I,biological_process
GO:0006363,termination of RNA polymerase I transcription,biological_process
GO:0006364,rRNA processing,biological_process
GO:0006366,transcription by RNA polymerase II,biological_process
GO:0006367,transcription initiation at RNA polymerase II promoter,biological_process
